id|rol|edad|estilo|categoria_x|text
41|Testigo|30|Neutral|golpe_calor|Vi a mi amigo desmayarse por el calor estaba muy rojo y sudaba mucho
42|Testigo|28|Neutral|hipotermia|Mi hermano lleva horas en el frío y no puede dejar de temblar se ve muy pálido
43|Testigo|32|Neutral|sin_agua|Mi compañero no ha tomado agua en todo el día se ve muy cansado y dice que esta mareado
44|Testigo|25|Neutral|golpe_calor|Vi a una persona que se mareó por el sol estaba muy roja y no se podía parar
45|Testigo|29|Emocional|golpe_calor|Mi amigo se desmayó por el calor Está muy caliente y no reacciona ayuda
46|Testigo|31|Emocional|hipotermia|Mi esposo lleva horas en el frío y no puede calentarse Tiembla mucho y no siente sus manos
47|Testigo|24|Caotico|golpe_calor|AMIGO CALOR DESMAYADO NO REACCIONA AYUDA RÁPIDO
48|Testigo|9|Infantil|golpe_calor|Mi hermana se mareó por el sol estaba muy roja y se cayó ayudame porfa
49|Testigo|36|Formal|golpe_calor|Mi compañero se desmayó por el calor está muy caliente y sudando mucho no reacciona
50|Testigo|33|Slang|golpe_calor|Wey mi compa se desmayó por el calor esta bien rojo y no reacciona no mames
51|Victima|28|Neutral|perdido|Me perdí en el cerro ya no encuentro el sendero y está empezando a oscurecer
52|Victima|32|Neutral|sin_agua|No traigo agua y llevo horas caminando la botella está vacía y tengo mucha sed
53|Victima|25|Neutral|perdido|Se está haciendo de noche y no encuentro el camino de regreso al campamento
54|Victima|30|Neutral|sin_bateria|Me estoy quedando sin batería y no sé cómo llegar a la carretera
55|Victima|27|Neutral|tormenta|La tormenta está llegando y no tengo dónde refugiarme
56|Victima|35|Neutral|perdido|Perdí el sendero marcado llevo como 2 horas dando vueltas sin encontrar la salida
57|Victima|29|Neutral|sin_señal|No hay señal en el cerro y no puedo pedir ayuda el agua se me está acabando
58|Victima|33|Neutral|perdido|Llevo varias horas perdido ya casi anochece y no traigo linterna
59|Victima|26|Neutral|derrumbe|El camino se cerró por un derrumbe no puedo seguir y no sé qué hacer
60|Victima|34|Neutral|sin_agua|Me quedé sin agua y el sol está muy fuerte no sé si pueda llegar a la salida
61|Victima|31|Neutral|tormenta|Estoy atrapado en la montaña por la tormenta no puedo bajar ni subir
62|Victima|27|Neutral|niebla|La niebla está muy espesa y no veo el sendero me estoy desorientando
63|Victima|36|Neutral|sin_comida|Se me acabó la comida y todavía me falta mucho para llegar a la civilización
64|Victima|24|Neutral|inundacion|El río creció y no puedo cruzarlo estoy atrapado en esta orilla
65|Victima|38|Emocional|perdido|Me perdí en el cerro y está oscureciendo Tengo mucho miedo no sé qué hacer
66|Victima|29|Emocional|sin_agua|Se me acabó el agua Estoy desesperado el sol está muy fuerte y no tengo señal
67|Victima|33|Emocional|perdido|No encuentro el camino de regreso Estoy asustado ya está oscureciendo y no traje linterna
68|Victima|31|Emocional|tormenta|La tormenta me atrapó en el cerro No tengo dónde resguardarme tengo mucho miedo
69|Victima|27|Emocional|perdido|Perdí el sendero y ya casi anochece Estoy desesperado no sé si pueda salir de aquí
70|Victima|35|Emocional|sin_agua|Se me acabó el agua y llevo horas perdido Tengo mucha sed y me siento muy débil
71|Victima|30|Emocional|inundacion|El río creció y no puedo cruzarlo Estoy atrapado no sé qué hacer y está oscureciendo
72|Victima|28|Caotico|perdido|PERDIDO CERRO OSCURECE NO SEÑAL AYUDA AYUDA
73|Victima|32|Caotico|sin_agua|AGUA SE ACABÓ SED NO CAMINO NO SALIDA AYUDA
74|Victima|26|Caotico|tormenta|TORMENTA LLEGA NO REFUGIO ATRAPADO AYUDA RÁPIDO
75|Victima|35|Caotico|niebla|NIEBLA ESPESA NO VEO SENDERO DESORIENTADO AYUDA
76|Victima|29|Caotico|inundacion|RÍO CRECIDO ATRAPADO NO CRUZO OSCURECE AYUDA
77|Victima|9|Infantil|perdido|Me perdí en el cerro con mi papa no encuentro el camino y tengo miedo porque está oscuro
78|Victima|10|Infantil|sin_agua|Se me acabó el agua y tengo mucha sed no sé dónde estoy ayudame porfavor
79|Victima|8|Infantil|tormenta|Está lloviendo mucho y no tengo dónde esconderme tengo frío y tengo miedo
80|Victima|11|Infantil|perdido|Me perdí del grupo y no encuentro el sendero ya está oscureciendo y tengo miedo
81|Victima|34|Formal|perdido|Me perdí en el cerro y ya está oscureciendo no traje linterna y ya casi no tengo señal en el teléfono
82|Victima|38|Formal|sin_agua|Llevo varias horas sin agua y el sol está muy fuerte me siento muy débil y no encuentro la salida
83|Victima|30|Formal|tormenta|La tormenta me atrapó y no tengo dónde protegerme el agua está subiendo y no puedo avanzar
84|Victima|36|Formal|derrumbe|El camino está bloqueado por un derrumbe no puedo regresar ni seguir adelante
85|Victima|27|Formal|niebla|La niebla no me deja ver el sendero llevo horas perdido y el agua se está acabando
86|Victima|32|Slang|perdido|Wey me perdí en el cerro y ya está oscureciendo no traje ni linterna estoy bien asustado
87|Victima|29|Slang|sin_agua|No mames se me acabó el agua y llevo horas caminando no veo salida por ningún lado
88|Victima|25|Errores|perdido|Me perdi en el cerro y ya esta osucereciendo no tengo señal y el agua se me acabo
89|Victima|32|Neutral|tormenta|La tormenta me sorprendió en el cerro el agua está subiendo y no puedo cruzar el río
90|Victima|28|Neutral|sin_bateria|Se me acabó la batería del celular y no sé dónde estoy llevo horas caminando
91|Testigo|30|Neutral|perdido|Estoy perdido en el cerro con un grupo de personas ya casi no tenemos agua y está oscureciendo
92|Testigo|28|Neutral|perdido|Mi amigo se separó del grupo en el cerro ya no lo encuentro y creo que su teléfono no tiene señal
93|Testigo|32|Neutral|tormenta|Un compañero se quedó atrapado por la tormenta no puede bajar y no tiene refugio
94|Testigo|25|Emocional|perdido|Mi amigo se perdió en el cerro Está oscureciendo y no tiene agua ni señal tengo mucho miedo
95|Testigo|9|Infantil|perdido|Mi hermanito se perdió en el cerro no lo encuentro y ya está oscuro tengo miedo ayudame
96|Testigo|24|Slang|perdido|Wey mi compa se perdió en el cerro ya está oscureciendo y no tiene señal no mames
97|Testigo|30|Neutral|inundacion|El grupo está atrapado por el río crecido no pueden cruzarlo y está empezando a llover
98|Testigo|34|Neutral|tormenta|Hay una tormenta muy fuerte y varios senderistas no han regresado no tienen señal ni linternas
99|Testigo|29|Emocional|perdido|Mi novio se perdió en el cerro Lleva horas sin agua y el teléfono no tiene batería ayuda
100|Testigo|31|Neutral|sin_agua|Un amigo se quedó sin agua y no encuentra el camino de regreso ya anocheció
101|Testigo|29|Neutral|ataque_animal|Me torcí el tobillo en el cerro no puedo caminar no tengo agua ni señal y ya anocheció
102|Victima|34|Neutral|deslave|Estoy en el Cerro del Tepozteco y empezó a llover muy fuerte el sendero está resbaloso y no puedo bajar hay piedras cayendo
103|Victima|29|Emocional|deslave|Voy en el Cerro del Tepozteco y se está deslizando la tierra El camino está bloqueado por lodo y piedras no puedo seguir ni regresar
104|Victima|31|Caotico|deslave|LLUVIA FUERTE SENDERO RESBALOSO DESLAVE NO BAJO AYUDA
105|Victima|28|Neutral|niebla|Subí al Cerro del Bachoco y me desorienté con la neblina ya no veo el sendero y está empezando a oscurecer
106|Victima|25|Slang|niebla|Wey en el Cerro del Bachoco me perdí con la niebla no veo ni madres y ya está oscureciendo no traje ni linterna
107|Victima|30|Neutral|derrumbe|Estoy en el Desierto de los Leones y el camino se cerró por un árbol caído no puedo pasar y ya está lloviendo
108|Victima|27|Emocional|perdido|Me perdí en el Desierto de los Leones Llevo horas caminando y no encuentro la salida el teléfono ya no tiene batería
109|Victima|32|Neutral|tormenta_nieve|En el sendero del Iztaccíhuatl la tormenta de nieve nos sorprendió no vemos el camino y el frío está muy fuerte
110|Victima|35|Caotico|tormenta_nieve|TORMENTA NIEVE IZTA NO VEO SENDERO FRÍO EXTREMO AYUDA
111|Victima|29|Formal|tormenta_nieve|Estoy en el Iztaccíhuatl y la visibilidad es casi nula por la tormenta el frío está poniendo en riesgo a mi grupo
112|Victima|33|Neutral|hielo|Subiendo al Nevado de Toluca el camino está cubierto de hielo no puedo avanzar ni regresar sin resbalarme
113|Victima|28|Emocional|hielo|El Nevado de Toluca está congelado Resbalé varias veces y no puedo bajar el frío es insoportable
114|Victima|30|Neutral|tormenta_electrica|En el Pico de Orizaba una tormenta eléctrica nos atrapó no tenemos dónde resguardarnos y el rayo cayó cerca
115|Victima|26|Slang|tormenta_electrica|No mames en el Pico de Orizaba cayó un rayo a 50 metros estamos bien expuestos y no hay refugio
116|Victima|34|Neutral|deslave|En el sendero de la Sierra de Guerrero encontré una zona con deslave no puedo pasar y el río está creciendo
117|Victima|27|Emocional|sin_agua|Voy en la Sierra Gorda y me quedé sin agua El sol está bien fuerte me siento mareado y no encuentro el camino
118|Victima|31|Neutral|derrumbe|En la Barranca del Cobre el sendero se derrumbó por las lluvias estoy atrapado entre la pared y el precipicio
119|Victima|29|Caotico|derrumbe|BARRANCA DERRUMBE SENDERO ATRAPADO PRECIPICIO AYUDA
120|Victima|24|Neutral|inundacion|El río creció en el Desierto de los Leones y no puedo cruzarlo estoy atrapado en esta orilla y ya está oscureciendo
121|Victima|22|Infantil|perdido|Me perdí en el bosque ya está oscuro y no encuentro a mi familia tengo mucho miedo y frío
122|Victima|28|Emocional|deslave|El cerro del Tepozteco tiene deslaves por la lluvia Estoy en una zona sin señal y no sé cómo bajar
123|Victima|26|Slang|deslave|Wey en el Tepozteco hay un deslave bien culero no puedo bajar y ya se está haciendo de noche
124|Victima|30|Formal|derrumbe|En el Desierto de los Leones el camino principal está bloqueado por un árbol de gran tamaño no puedo continuar
125|Victima|32|Neutral|niebla|En el Nevado de Toluca la niebla es tan espesa que no distingo el sendero llevo 3 horas perdido
126|Victima|27|Errores|niebla|Nevado Toluca niebla espesa no veo sendero oras perdido tengo muxo frio
127|Victima|34|Emocional|hielo|El Iztaccíhuatl está cubierto de hielo y todos los senderos están congelados No podemos bajar
128|Victima|28|Neutral|tormenta_electrica|Una tormenta eléctrica en el Ajusco me sorprendió estoy en una zona abierta sin refugio
129|Victima|25|Slang|tormenta|No mames en el Ajusco está cayendo un tormentón bien cabrón no hay dónde esconderse
130|Victima|25|Infantil|lesion_acompanante|Estoy en el cerro con mi papá y él se lastimó la pierna no puede caminar y está oscureciendo tengo miedo
131|Victima|34|Emocional|tormenta_nieve|Llevo horas perdido en las montañas de Colorado la nieve está hasta la cintura y no encuentro el sendero El teléfono está por apagarse tengo mucho frío
132|Victima|29|Neutral|perdido|Soy un excursionista seguí una ruta que vi en una aplicación y ahora estoy perdido empapado y con hipotermia el sol ya se está poniendo
133|Victima|32|Caotico|caida|CAÍ POR UN ACANTILADO EN EL MONTE TENGO LA PIERNA ROTA SIN COMIDA Y SIN AGUA A 4100 METROS DE ALTURA AYUDA
134|Victima|35|Slang|perdido|Wey seguí una ruta de una app y terminé en un terreno bien culero con acantilados llevo horas perdido y estoy empapado no mames
135|Victima|42|Formal|hipotermia|Pasé la noche en un barranco en Tennessee perdido y con hipotermia solo llevaba playera y shorts la temperatura bajó a 4 grados
136|Victima|38|Neutral|caida|Me caí en el Monte Williamson tengo una fractura expuesta en la pierna una tormenta eléctrica me alcanzó en el acantilado y no tengo mi mochila con comida ni agua
137|Victima|34|Caotico|tormenta|VIENTO PATAGONIA TIRÓ CAMPAMENTO TOLDA ROTA NO REFUGIO AYUDA
138|Victima|40|Emocional|lesion_acompanante|Mi compañero se lastimó la rodilla en la montaña No puede caminar el sol está bajando y no tenemos agua suficiente Ayudanos
139|Victima|27|Neutral|mal_altura|Estoy subiendo el Kilimanjaro y me dio un fuerte mal de altura no puedo continuar y bajar solo es muy difícil el guía se adelantó
140|Testigo|27|Neutral|mal_altura|Vamos tres subiendo el Kilimanjaro mi compañero se quedó atrás con mal de altura tenemos que bajar juntos pero no puede caminar bien
141|Victima|37|Neutral|mal_altura|Estoy en el campo base del Everest y me dio un dolor de cabeza muy fuerte tengo náuseas y me falta el aire no puedo caminar bien
142|Victima|41|Emocional|mal_altura|Subiendo los Andes y me siento fatal La cabeza me explota todo me da vueltas y no puedo respirar creo que es el mal de altura
143|Victima|34|Caotico|mal_altura|MUCHO FRIO DOLOR CABEZA VOMITAR FALTA AIRE NO CAMINO AYUDA
144|Victima|29|Slang|mal_altura|Wey estoy en las montañas me pegó bien mal la altura no puedo respirar me duele la cabeza un chingo y todo me da vueltas
145|Testigo|45|Formal|mal_altura|Mi compañero se empezo a sentir mal tiene náuseas y dolor de cabeza no puede continuar la expedición
146|Testigo|39|Emocional|mal_altura|Mi amigo stá muy mal Tiene un dolor de cabeza insoportable vomitó varias veces y está desorientado no sabe dónde está
147|Victima|30|Emocional|mal_altura|Estoy en el Iztaccíhuatl me siento fatal Estoy mareado con náuseas y dolor de cabeza no puedo bajar solo
148|Testigo|35|Neutral|mal_altura|Mi compañero en el Pico de Orizaba está desorientado y vomitando claramente es mal de altura tenemos que bajar ya
149|Testigo|39|Neutral|mal_altura|Mi amigo en los Alpes está muy confundido no reconoce el sendero y tiene alucinaciones
150|Testigo|35|Slang|mal_altura|Wey estamos en la montaña mi compa está bien mal no sabe ni dónde está dice que ve cosas y se tropieza solo la altura le está pegando bien cabrón
151|Victima|45|Neutral|perdido|Llevo más de 6 horas perdido en el bosque ya no distingo el sendero y el sol se está ocultando
152|Victima|28|Emocional|perdido|Me perdí en el bosque y se está haciendo de noche No traje linterna ni comida ni agua tengo mucho miedo
153|Victima|30|Slang|perdido|Wey me perdí en el monte y ya no encuentro la salida no tengo señal y se está oscureciendo
154|Victima|55|Formal|perdido|Me encuentro extraviado en una zona boscosa sin señal telefónica cada vez se ve menos
155|Victima|22|Caotico|perdido|PERDIDO EN EL BOSQUE SIN SEÑAL OSCURECE AYUDA AYUDA
156|Victima|33|Neutral|sin_agua|Llevo horas sin agua y no encuentro una fuente cercana tengo mucha sed y me duele la cabeza
157|Victima|27|Emocional|sin_agua|Se me acabó el agua y el sol está muy fuerte Me siento mareado y no sé cuánto pueda seguir caminando
158|Victima|35|Slang|sin_agua|No mames se me acabó el agua en el cerro y el sol está bien cabrón me siento mal
159|Victima|48|Formal|sin_agua|He agotado mi reserva de agua y me encuentro en una zona desértica con temperaturas superiores a 40 grados
160|Victima|26|Caotico|sin_agua|SIN AGUA DESIERTO MUCHO SOL NO PUEDO SEGUIR AYUDA
161|Victima|31|Neutral|sin_bateria|Mi teléfono se esta quedando sin bateria y no sé cómo llegar a la carretera estoy completamente desorientado
162|Victima|29|Emocional|sin_bateria|El teléfono se apagó y no tengo señal No sé dónde estoy y el camino se está borrando
163|Victima|24|Slang|sin_bateria|Wey perdi mi GPS y no tengo ni idea de dónde estoy llevo horas caminando
164|Victima|52|Formal|perdido|He perdido la comunicación con mi grupo y no encuentro el camino
165|Victima|20|Infantil|perdido|Me perdi y no sé cómo llegar a casa tengo miedo
166|Victima|40|Neutral|derrumbe|El camino que estaba siguiendo se derrumbó por el deslave y no tengo forma de regresar o seguir avanzando
167|Victima|34|Emocional|derrumbe|El sendero principal está bloqueado por un deslave y estamos atrapados entre la pared y el precipicio No podemos movernos
168|Victima|38|Slang|derrumbe|No mames el camino se cayó por el deslave y estamos atorados entre la roca y el barranco
169|Victima|50|Formal|derrumbe|El camino de acceso ha sido obstruido por un desprendimiento de tierra impidiendo el avance o retroceso
170|Victima|29|Caotico|derrumbe|DESLAVE BLOQUEÓ EL PASO ATRAPADOS SIN PODER MOVER AYUDA RÁPIDO
171|Victima|33|Neutral|derrumbe|Un árbol enorme cayó sobre el camino y no podemos pasar estamos bloqueados en el sendero
172|Victima|27|Emocional|derrumbe|Un árbol gigante cayó y cerró el paso No podemos ir ni adelante ni atrás estamos atrapados
173|Victima|42|Slang|derrumbe|Wey un árbol se vino abajo y nos dejó encerrados en el camino qué pinche mala suerte
174|Victima|46|Neutral|niebla|La niebla es tan espesa que no veo ni a 2 metros estoy completamente desorientado y no reconozco el sendero
175|Victima|25|Emocional|niebla|La niebla nos envolvió y no vemos el sendero No sabemos hacia dónde ir y el frío está aumentando
176|Victima|31|Caotico|niebla|NIEBLA ESPESA NO VEO NADA DESORIENTADO AYUDA AYUDA
177|Victima|54|Formal|niebla|Todo se lleno de niebla y no sabemos como regresar
178|Victima|32|Neutral|tormenta_nieve|La tormenta de nieve nos sorprendió en el paso montañoso la visibilidad es nula y la temperatura está bajando
179|Victima|28|Emocional|tormenta_nieve|Una tormenta de nieve nos atrapó en la montaña No encontramos refugio y el frío es insoportable
180|Victima|35|Slang|tormenta_nieve|No mames la tormenta de nieve nos agarró en el cerro no vemos nada y nos estamos congelando
181|Victima|41|Formal|tormenta_nieve|Nos encontramos en medio de una tormenta de nieve con visibilidad reducida a cero y temperaturas bajo cero
182|Victima|23|Infantil|tormenta_nieve|Está nevando muy fuerte y no puedo ver el camino tengo mucho frío y miedo
183|Victima|36|Neutral|tormenta|El viento está tan fuerte que no podemos avanzar la tormenta nos obligó a detenernos en medio del sendero
184|Victima|30|Emocional|tormenta|El viento es tan fuerte que casi nos tumba No podemos caminar y estamos expuestos a la tormenta
185|Victima|44|Slang|tormenta|Wey el viento está bien cabrón no podemos ni pararnos pinche tormenta nos agarró
186|Victima|49|Neutral|inundacion|El río creció de forma repentina y cortó nuestro camino de regreso estamos atrapados en esta orilla
187|Victima|26|Emocional|inundacion|El río se desbordó y estamos atrapados No podemos cruzarlo y el agua sigue subiendo
188|Victima|29|Neutral|tormenta_electrica|Una tormenta eléctrica nos sorprendió en el sendero y no hay refugio cerca los rayos estan cayendo muy cerca de nosotros
189|Victima|24|Emocional|tormenta_electrica|Los rayos están cayendo muy cerca Estamos en una zona abierta y no tenemos dónde escondernos
190|Victima|37|Slang|tormenta_electrica|No mames se vino un aeronaso y empezaron a caer rayos no hay ni un pinche árbol donde esconderse
191|Victima|42|Neutral|hielo|El camino de acceso está cubierto de hielo no podemos bajar ni subir sin resbalar
192|Victima|31|Emocional|hielo|El sendero está congelado No podemos dar un paso sin resbalarnos estamos atrapados en la montaña
193|Victima|28|Emocional|lesion_acompanante|Me torcí el tobillo y no puedo caminar Estoy a 2 horas de la salida y está oscureciendo tengo miedo
194|Victima|39|Slang|lesion_acompanante|Wey me doblé la pata y no puedo caminar estoy atorado en el cerro y ya se está haciendo de noche
195|Victima|53|Formal|lesion_acompanante|Me lastime el tobillo no puedo caminar y me encuentro aislado en la montaña
196|Victima|25|Caotico|lesion_acompanante|TORCEDURA DE TOBILLO NO PUEDO CAMINAR ATRAPADO EN EL CERRO AYUDA
197|Victima|38|Neutral|sin_comida|Llevo tres días sin comida solo he podido beber agua de un arroyo me siento muy débil
198|Victima|32|Emocional|sin_comida|Llevo 3 días sin comer Solo bebo agua del río y ya no tengo fuerzas para caminar
199|Victima|26|Caotico|sin_comida|SIN COMIDA 3 DÍAS DÉBIL NO CAMINO AYUDA
200|Victima|45|Formal|sin_comida|Me perdi y he estado sin alimentos durante tres días ya no puedo seguir
201|Victima|22|Infantil|sin_comida|Me perdi y me quede sin agua y sin comida no puedo seguir
202|Victima|34|Emocional|lesion_acompanante|Me caí por un barranco y me rompí la pierna No puedo caminar no tengo señal y está oscureciendo
203|Victima|33|Neutral|ceguera_nieve|No usé gafas en la nieve y ahora no veo nada me duele mucho los ojos
204|Victima|29|Emocional|ceguera_nieve|No puedo abrir los ojos Me ardían y ahora no veo nada el reflejo del sol en la nieve me dejó ciego
205|Victima|28|Caotico|ceguera_nieve|NO VEO NADA NIEVE DOLOR EN OJOS AYUDA NO PUEDO CAMINAR
206|Victima|30|Neutral|ceguera_nieve|El sol en la montaña me quemó los ojos veo manchas y cada vez veo menos
207|Victima|27|Emocional|ceguera_nieve|No veo ni a dos metros El reflejo del sol en la nieve me dejó ciego y estoy en medio de la montaña
208|Victima|32|Caotico|ceguera_nieve|OJOS ARDIENDO NO VEO SENDERO SOL AYUDA RÁPIDO
209|Victima|41|Neutral|ceguera_nieve|Llevo horas con dolor en los ojos me lloran los ojos y se me nublan
210|Victima|24|Slang|ceguera_nieve|No mames se me olvidaron las gafas y el sol en la nieve me frió los ojos ya casi no veo
211|Victima|22|Slang|ceguera_nieve|Wey el sol en la nieve me dejó bien jodido no veo ni madres y me arde la cara
212|Victima|29|Errores|ceguera_nieve|No traje gafas y el sol en la nieve me dejo ciego no veo nada me duelen muxo los ojos
213|Victima|28|Emocional|avalancha|Una avalancha nos cayó encima Mi amigo quedó enterrado y yo no puedo sacarlo la nieve es demasiado pesada
214|Victima|40|Neutral|naufragio|El barco se hundió en medio del océano llevo dos días agarrado a un trozo de madera sin agua ni comida
215|Victima|35|Emocional|naufragio|El barco se partió en dos Estamos en el agua no veo la costa y mi esposo no sale
216|Victima|28|Caotico|naufragio|NAUFRAGIO EN ALTA MAR SIN BOTE SIN AGUA A LA DERIVA AYUDA
217|Testigo|32|Neutral|naufragio|Vi cómo el barco se hundió en segundos la gente saltaba al agua y las olas se los llevaban
218|Victima|38|Emocional|naufragio|Llevo 5 días a la deriva sin agua El sol me está quemando y no veo ningún barco
219|Victima|44|Neutral|naufragio|El barco se hundió durante la tormenta estoy en una balsa con otras 5 personas y se nos acaba el agua
220|Victima|34|Neutral|roca_caida|Una piedra se desprendió de la montaña y me cayó en el hombro no puedo mover el brazo y está muy hinchado
221|Victima|29|Emocional|roca_caida|Una roca enorme cayó desde arriba y le pegó a mi amigo en la cabeza Está sangrando mucho y no responde
222|Testigo|32|Neutral|roca_caida|Vi cómo una roca se desprendió y golpeó a mi compañero en la pierna no puede moverla y tiene mucho dolor
223|Victima|28|Caotico|roca_caida|ROCA CAYÓ SOBRE MI PECHO NO RESPIRO BIEN DUELE MUCHO AYUDA RÁPIDO
224|Victima|27|Emocional|roca_caida|Una roca me cayó en la mano y me aplastó los dedos No puedo moverlos y sangran mucho
225|Victima|35|Neutral|terremoto|El terremoto derrumbó la casa quedé atrapado entre los escombros y no puedo moverme
226|Victima|41|Emocional|terremoto|El piso se abrió y mi esposa cayó al sótano No la escucho necesito ayuda para sacarla
227|Victima|28|Caotico|terremoto|TERREMOTO EDIFICIO CAYÓ ATRAPADO SIN SALIDA AYUDA AYUDA
228|Victima|50|Formal|terremoto|Temblo y se destruyo todo estoy atrapado y sin comunicacion
229|Victima|33|Slang|terremoto|Wey el temblor nos despertó y el techo se nos vino encima estamos encerrados en el baño
230|Victima|34|Neutral|agua_contaminada|Bebí agua del río y ahora tengo fiebre y diarrea no puedo seguir caminando
231|Victima|27|Emocional|agua_contaminada|El agua del manantial me cayó mal Llevo horas vomitando y me siento muy débil
232|Victima|40|Caotico|agua_contaminada|AGUA CONTAMINADA FIEBRE DIARREA NO PUEDO CAMINAR AYUDA
233|Victima|31|Formal|agua_contaminada|Nos quedamos sin agua en el camino y tomamos agua de un charco mis amigos no dejan de vomitar y uno tiene fiebre
234|Victima|25|Slang|agua_contaminada|Wey el agua del río sabía a tierra y ahora estoy bien jodido no paro de vomitar me siento mal
235|Victima|38|Emocional|agua_contaminada|El filtro se rompió y tuvimos que beber agua del arroyo Ahora todos tenemos calentura
236|Victima|29|Neutral|agua_contaminada|El agua que llevaba se acabó y tuve que beber de una laguna ahora tengo escalofríos y me siento muy mal
237|Victima|33|Caotico|agua_contaminada|AGUA SUCIA ME ENFERMÉ NO TENGO FUERZA PARA CAMINAR AYUDA
238|Victima|45|Slang|agua_contaminada|No mames tomé agua de un pozo y ahora estoy bien mal con dolor de panza bien cabrón
