id|rol|edad|estilo|categoria_x|text
66|Testigo|35|Caotico|trauma|COMPA OBRA SANGRE NARIZ NO MUEVE AYUDA
67|Testigo|27|Caotico|trauma|AMIGO NO RESPIRA SANGRE BOCA AYUDAME AYUDA
68|Testigo|32|Caotico|convulsion|NOVIA CONVULSIONA ESPUMA NO SÉ AYUDAME
69|Testigo|29|Caotico|intoxicacion|PORFAVOR ROOMIE NO DESPIERTA RESPIRA LENTO
70|Testigo|34|Caotico|trauma|HOSPITAL HERMANO MOTO SANGRE BRAZO DOBLADO AYUDA
71|Victima|30|Formal|ataque_cardiaco|Siento un dolor intenso en el pecho no puedo respirar
72|Victima|33|Formal|ataque_cardiaco|Tengo mucho dolor siento presión en el pecho no puedo respirar
73|Victima|28|Formal|trauma|Mi primo se cayó de la moto estaba bien y se desamayó de pronto no responde
74|Victima|31|Formal|anafilaxia|Me comí un camarón en la playa y se me empezó a hinchar la garganta y la cara no puedo respirar bien y siento que me hormiguea el cuerpo
75|Victima|29|Formal|anafilaxia|Me picó una abeja y siento que se me está cerrando la garganta me hormiguea todo el cuerpo y me duele mucho el pecho
76|Testigo|34|Formal|intoxicacion|Mi hijo comió algo se empezó a hinchar ahora tiene mucho dolor en el pecho y no para de vomitar qué hago
77|Victima|27|Formal|hemorragia_grave|Me corté la mano con el cuchillo siento que no puedo respirar bien y la sangre no para
78|Testigo|32|Slang|trauma|No mames mi primo se clavó un vidrio en el brazo y no para de sangrar está blanco qué hago
79|Testigo|30|Formal|trauma|Mi compañero se cayó y se golpeó la cabeza esta sangrando mucho se puso pálido y perdió el conocimiento
80|Victima|35|Formal|intoxicacion|Mi amigo tomó demasiado alcohol en la fiesta ahora está inconsciente no responde cuando le hablo y respira muy lento
81|Victima|29|Slang|herida_balazo|Me chingaron me dieron un balazo en la pata y no deja de sangrar ya estoy viendo borroso güey ayúdame
82|Victima|32|Slang|trauma|No mames se me metió un tráiler y me estampé no siento las patas y veo bien borroso me voy a morir
83|Victima|28|Slang|trauma|Me caí de la moto y veo la carne del brazo está bien culero no para de sangrar duele
84|Victima|30|Slang|herida_balazo|Me dieron un balazo en la pierna no deja de sangrar y ya me estoy mareando wey me duele
85|Victima|33|Slang|hemorragia_grave|Me picó una mantarraya y no deja de sangrar me duele bien gacho la pierna no puedo caminar
86|Victima|29|Slang|intoxicacion|Wey me duele la panza bien cabrón como si me acuchillaran estoy sudando frío y no me puedo parar
87|Victima|31|Slang|hemorragia_grave|güey me corté la mano y no para la sangre veo puntitos y me estoy mareando está bien gacho no sé que hacer güey
88|Victima|34|Slang|trauma|Me quebré la muñeca el hueso se ve y sangra no puedo mover los dedos está bien culero
89|Victima|27|Slang|trauma|Me cayó un block en la cabeza estoy sangrando un chingo y creo que me voy a desmayar wey
90|Victima|32|Slang|hemorragia_grave|Mi vieja me cortó el brazo con un cuchillo no para de sangrar y me estoy mareando
91|Victima|28|Errores|ataque_cardiaco|Me duele el pecho bien feo como si alguien me estubiera apuñalando no puedo respirar
92|Victima|33|Errores|trauma|iba manejando y un camion me choco de frente el volante me aplasto el pecho
93|Victima|30|Errores|trauma|Me caí de la moto en la carretera tengo raspado todo el brazo y veo la carnee
94|Victima|29|Errores|trauma|Me cayó una lamina en la obra me aplasto la pierna y no la siento
95|Victima|34|Errores|hemorragia_grave|Me pico una mantarraya en la playa no dejo de sangrar y me duele hasta la pierna
96|Victima|27|Errores|intoxicacion|Me dio un dolor bien culero en la panza como si me explotara algo
97|Victima|31|Errores|hemorragia_grave|Me corte la mano con una sierra no para de sangrar y me estoy mareando
98|Victima|32|Errores|trauma|me resbale en el baño y me quebre la muñeca el hueso se ve atrabesado
99|Victima|28|Errores|herida_balazo|me dispararon en la pierna en la colonia no para de sangrar y me boy a desmayar
100|Victima|35|Errores|trauma|Me cayó un block en la cabeza me duele bien feo y estoy sangrando un chingo
101|Testigo|30|Slang|trauma|Mi compa se cayó del andamio y no se mueve wey está bien grave le está sangrando mucho la nariz
102|Testigo|33|Slang|trauma|Mi carnal voló en el choque no respira y tiene sangre en la boca qué pedo güey que hago
103|Testigo|29|Slang|convulsion|Mi morra se desmayó y está convulsionando wey no sé qué hacer culero
104|Testigo|31|Slang|intoxicacion|Tengo miedo Mi roomie no despierta wey respira bien lento y hace ruidos raros
105|Testigo|34|Slang|trauma|Mi hermano voló de la moto y está en el suelo con el brazo doblado sangra un chingo
106|Testigo|28|Slang|trauma|A mi compa le cayó un tubo en la cabeza está inconsciente y está sangrando del oído
107|Testigo|32|Slang|ahogamiento|Mi cuate se metió al río y no salió wey ya van 3 minutos creo que se ahogó
108|Testigo|30|Slang|intoxicacion|Mi compa tomó mucho y no responde está pálido y vomita no lo puedo despertar qué pedo qué hago
109|Testigo|33|Emocional|intoxicacion|Ayudame porfavor Mi hermano se tomó toda una botella de tequila y ahora no despierta está pálido respira raro y no lo puedo mover
110|Testigo|29|Slang|anafilaxia|Mi vecina se está poniendo morada no puede respirar wey se comió un camarón y se le hinchó la cara qué tengo que hacer
111|Testigo|31|Errores|trauma|Mi compa se cayó del andamio esta en el suelo y no se mueve
112|Testigo|28|Errores|trauma|Mi amigo del copiloto no respira despues del choque
113|Testigo|34|Errores|convulsion|Mi novia se desmayo y esta convulsionando en el antro no se que hacer
114|Testigo|30|Errores|intoxicacion|Mi roomie se tomo pastillas y no despierta respira muy lento
115|Testigo|33|Errores|trauma|Mi hermano volo de la moto y esta en el suelo con el brazo doblado
116|Testigo|29|Errores|trauma|A mi compañero le cayo un tubo en la cabeza y esta inconsciente
117|Testigo|32|Errores|ahogamiento|Ayuda Mi amigo se metio al rio y no salio ya van como 3 minutos
118|Testigo|31|Errores|intoxicacion|Mi cuate tomo mucho y no responde esta palido y vomita que hago
119|Testigo|35|Errores|atragantamiento|El gato aplasto a mi primo no puede respirar y esta morado
120|Testigo|27|Errores|anafilaxia|Porfavor ayudame mi vecina se esta poniendo morada por un camaron que comio
121|Victima|19|Neutral|herida_balazo|Me dispararon en la pierna en la colonia no para de sangrar y me estoy mareando
122|Testigo|22|Neutral|trauma|Un carro chocó una persona está inconsciente no respira y a otro le duele el pecho
123|Victima|18|Neutral|ahogamiento|Una corriente arrastró a mi amigo mientras nadaba en la playa tiene tos y le cuesta trabajo respirar
124|Victima|20|Neutral|trauma|Me cayó una lámina en la obra me aplastó la pierna y no la siento
125|Victima|17|Neutral|intoxicacion|Alguien le puso algo a mi bebida en la fiesta no controlo mi cuerpo
126|Testigo|23|Neutral|intoxicacion|Creo que alguien le puso algo a la bebida de mi amigo en la fiesta Ahora no controla su cuerpo y no responde tengo mucho miedo
127|Victima|16|Neutral|trauma|Choqué jugando fútbol me golpeé la cabeza y veo borroso
128|Victima|24|Neutral|trauma|Me resbalé en la regadera y me quebré la muñeca
129|Victima|21|Neutral|anafilaxia|Me picó un alacrán en el pie se me hincha la garganta
130|Victima|18|Neutral|trauma|Me caí de una moto en la carretera tengo raspado todo el brazo
131|Victima|19|Emocional|herida_balazo|Ayudame Me dispararon No para de sangrar y me mareo creo que me voy a desmayar
132|Victima|22|Emocional|trauma|Tengo miedo Choqué en la carretera Me duele el pecho y no puedo respirar
133|Victima|18|Emocional|ahogamiento|Creo que necesito ir al hospital Wey casi me ahogo en la playa me cuesta trabajo respirar me voy a morir
134|Victima|20|Emocional|trauma|No mames Me cayó una lámina en la pierna No la siento y veo el hueso me duele muchísimo
135|Victima|17|Emocional|intoxicacion|Alguien le puso algo a mi bebida No controlo mi cuerpo y me tiembla todo tengo miedo
136|Victima|23|Emocional|trauma|Me reventaron el tímpano Sangra y no escucho nada me duele muchísimo
137|Victima|16|Emocional|trauma|Wey choqué jugando fútbol Veo borroso y no recuerdo nada me duele la cabeza
138|Victima|24|Emocional|trauma|Me quebré la muñeca El hueso se ve y sangra no puedo mover los dedos
139|Victima|21|Emocional|anafilaxia|Me duele mucho ayudame me picó un alacrán Se me hincha la garganta y no puedo respirar tengo miedo
140|Victima|18|Emocional|trauma|Me caí de la moto Veo la carne del brazo y no para de sangrar me arde mucho
141|Victima|19|Caotico|herida_balazo|DISPARO PIERNA SANGRE MAREADO DESMAYAR AYUDA AYUDA
142|Victima|22|Caotico|trauma|CHOQUE CARreTERA DUELE PECHO NO RESPIRO AYUDA
143|Victima|18|Caotico|ahogamiento|AHOGO PLAYA TOS SANGRE DUELE TODO AYUDA
144|Victima|20|Caotico|trauma|LÁMINA PIERNA HUESO SANGRE AYUDA AYUDA
145|Victima|17|Caotico|intoxicacion|BEBIDA ALGUIEN ALGO NO CONTROLAR TIEMBLO AYUDA
146|Victima|23|Caotico|trauma|TÍMPANO ROTO SANGRE OÍDO NO ESCUCHO AYUDA
147|Victima|16|Caotico|trauma|FÚTBOL GOLPE CABEZA BORROSO NO RECUERDO AYUDA
148|Victima|24|Caotico|trauma|MUÑECA QUEBRADA HUESO SANGRE DEDOS AYUDA
149|Victima|21|Caotico|anafilaxia|ALACRÁN PIE GARGANTA HINCHADA NO RESPIRAR AYUDA
150|Victima|18|Caotico|trauma|MOTO CARNE BRAZO SANGRE NO PARA AYUDA
151|Victima|19|Slang|herida_balazo|Me chingaron me dieron un balazo en la pata y no deja de sangrar ya me estoy desmayando güey
152|Victima|22|Slang|trauma|No mames choqué bien feo en la carretera el volante me aplastó el pecho wey
153|Victima|18|Slang|ahogamiento|Casi me ahogo en la playa tos con sangre y me duele todo qué mal pedo
154|Victima|20|Slang|trauma|Me cayó una lámina en la chamba me aplastó la pata la tengo doblada y veo el hueso
155|Victima|17|Slang|intoxicacion|En la peda alguien le puso algo a mi chela no controlo mi cuerpo y tiemblo bien cabrón
156|Victima|23|Slang|trauma|Mi morra me dio una cachetada y me reventó el oído tengo sangre y no escucho nada
157|Victima|16|Slang|trauma|Estaba jugando fútbol y choqué veo borroso y no recuerdo nada está bien feo
158|Victima|24|Slang|trauma|Me resbalé en la regadera y me quebré la muñeca el hueso se ve está bien culero
159|Victima|21|Slang|anafilaxia|Me picó un alacrán se me hincha la garganta y no puedo respirar qué miedo wey
160|Victima|18|Slang|trauma|Me caí de la moto y veo la carne del brazo no para de sangrar está bien gacho
161|Testigo|22|Neutral|trauma|Mi compa se cayó en la obra sangra de la nariz y no se mueve
162|Testigo|19|Neutral|trauma|Mi amigo no respira después del choque tiene sangre en la boca
163|Testigo|23|Neutral|convulsion|Mi novia se desmayó en el antro y está convulsionando
164|Testigo|20|Neutral|intoxicacion|Mi roomie se tomó pastillas y no despierta respira lento
165|Testigo|18|Neutral|trauma|Mi hermano voló de la moto tiene el brazo doblado y sangra
166|Testigo|24|Neutral|trauma|A mi compañero le cayó un tubo en la cabeza
167|Testigo|21|Neutral|ahogamiento|Mi amigo se metió al río y no salió ya van 3 minutos
168|Testigo|17|Neutral|intoxicacion|Mi cuate tomó mucho y no responde está pálido y vomita
169|Testigo|22|Neutral|atragantamiento|El gato aplastó a mi primo no puede respirar y está morado
170|Testigo|19|Neutral|anafilaxia|Mi vecina se está poniendo morada y no puede respirar
171|Testigo|22|Emocional|trauma|Mi compa se cayó en la obra Sangra de la nariz y no se mueve estoy muy asustado
172|Testigo|19|Emocional|trauma|Mi amigo no respira Tiene sangre en la boca después del choque no sé si está vivo
173|Testigo|23|Emocional|convulsion|Mi novia se desmayó Está convulsionando y echando espuma no sé qué hacer
174|Testigo|20|Emocional|intoxicacion|Mi roomie no despierta Respira muy lento y hace ruidos raros tengo mucho miedo
175|Testigo|18|Emocional|trauma|Mi hermano voló de la moto Tiene el brazo doblado y sangra mucho ayuda
176|Testigo|24|Emocional|trauma|A mi compañero le cayó un tubo Está inconsciente y sangra del oído no reacciona
177|Testigo|21|Emocional|ahogamiento|Mi amigo se ahogó en el río No sale ya van 3 minutos no lo encuentro
178|Testigo|17|Emocional|intoxicacion|Mi cuate no responde Tomó mucho y está pálido vomita y no lo despierto
179|Testigo|22|Emocional|atragantamiento|El gato aplastó a mi primo No puede respirar y está morado tose sangre
180|Testigo|19|Emocional|anafilaxia|Mi vecina no respira Tiene la cara hinchada y se puso morada se comió un camarón
181|Testigo|22|Caotico|trauma|COMPA OBRA SANGRE NARIZ NO MUEVE AYUDA AYUDA
182|Testigo|19|Caotico|trauma|AMIGO NO RESPIRA SANGRE BOCA AYUDA AYUDA
183|Testigo|23|Caotico|convulsion|NOVIA CONVULSIONA ESPUMA NO SÉ AYUDA
184|Testigo|20|Caotico|intoxicacion|ROOMIE NO DESPIERTA RESPIRA LENTO AYUDA
185|Testigo|18|Caotico|trauma|HERMANO MOTO SANGRE BRAZO DOBLADO AYUDA
186|Testigo|24|Caotico|trauma|TUBO CABEZA SANGRE OÍDO NO REACCIONA AYUDA
187|Testigo|21|Caotico|ahogamiento|RÍO AMIGO NO SALE 3 MINUTOS AYUDA AYUDA
188|Testigo|17|Caotico|intoxicacion|CUATE VOMITA PÁLIDO NO RESPONDE AYUDA
189|Testigo|22|Caotico|atragantamiento|PRIMO GATO MORADO NO RESPIRA AYUDA
190|Testigo|19|Caotico|anafilaxia|VECINA MORADA CARA HINCHADA AYUDA
191|Testigo|22|Slang|trauma|Mi compa se cayó en la obra wey sangra de la nariz y no se mueve está bien grave
192|Testigo|19|Slang|trauma|Mi amigo no respira después del choque tiene sangre en la boca qué pedo güey
193|Testigo|23|Slang|convulsion|Mi novia se desmayó en el antro y está convulsionando no sé qué hacer wey
194|Testigo|20|Slang|intoxicacion|Mi roomie se tomó pastillas y no despierta respira bien lento qué miedo güey
195|Testigo|18|Slang|trauma|Mi hermano voló de la moto tiene el brazo doblado y sangra un chingo está bien culero
196|Testigo|24|Slang|trauma|A mi compa le cayó un tubo en la cabeza y no reacciona wey está canijo
197|Testigo|21|Slang|ahogamiento|Mi cuate se metió al río y no salió ya van 3 minutos creo que se ahogó qué mal pedo
198|Testigo|17|Slang|intoxicacion|Mi compa tomó mucho y no responde está pálido y vomita no lo puedo despertar güey
199|Testigo|22|Slang|atragantamiento|güey güey güey el aplastó a mi primo no puede respirar y se esta poniendo morado
200|Testigo|19|Slang|anafilaxia|Mi vecina se está poniendo morada wey se comió un camarón y se le hinchó la cara
201|Victima|19|Errores|herida_balazo|Me dispararon en la pierna no para de sangrar y me estoy mareando
202|Victima|22|Errores|trauma|Voy manejando en la carretera y choque me duele el pecho y no puedo respirar
203|Victima|18|Errores|ahogamiento|Me metí a nadar a la playa y una corriente me arrastro casi me ahogo
204|Victima|20|Errores|trauma|Me cayo una lamina en la obra me aplasto la pierna y no la siento
205|Victima|17|Errores|intoxicacion|Alguien le puso algo a mi bebida en la fiesta no controlo mi cuerpo
206|Victima|23|Errores|trauma|Mi novia me revento el timpano tengo sangre en el oido y no escucho
207|Victima|16|Errores|trauma|Choque jugando futbol me golpee la cabeza y veo borroso
208|Victima|24|Errores|trauma|Me resbale en la regadera y me quiebre la muñeca
209|Victima|21|Errores|anafilaxia|Me pico un alacran en el pie se me hincha la garganta
210|Victima|18|Errores|trauma|Me cai de una moto en la carretera tengo raspado todo el brazo
211|Victima|45|Neutral|trauma|Me caí de una escalera de 3 metros y me fracturé la muñeca no puedo mover la mano
212|Victima|38|Emocional|derrame_cerebral|Mi esposo no puede hablar y tiene la boca torcida creo que está teniendo un derrame
213|Victima|22|Slang|herida_balazo|Wey me alcanzó una bala en el hombro no para de sangrar y me estoy mareando
214|Victima|50|Neutral|congelamiento|Llevo 6 horas en el frío mis dedos están negros y no los siento
215|Victima|33|Caotico|hemorragia_grave|ME CORTÉ LA PIERNA Y NO PARA DE SANGRAR AYUDA AYUDA
216|Victima|27|Emocional|anafilaxia|Me picó una abeja en el cuello y no puedo respirar se me está cerrando la garganta
217|Victima|41|Neutral|intoxicacion|Mi hijo se tomó el líquido de abajo del lavabo está vomitando y no responde
218|Victima|29|Slang|atragantamiento|No mames mi morro se atoró con una canica y no respira qué hago
219|Victima|55|Formal|ataque_cardiaco|Me duele el pecho y siento que me falta el aire el dolor me sube al brazo izquierdo
220|Victima|19|Caotico|ahogamiento|CASI ME AHOGO EN LA PLAYA TOSO SANGRE Y NO PUEDO RESPIRAR AYUDA
221|Victima|62|Neutral|ataque_cardiaco|Me duele el pecho y se me sube al brazo izquierdo no puedo respirar bien
222|Victima|58|Emocional|derrame_cerebral|Mi papá no puede mover un lado de la cara y no habla bien necesito ayuda
223|Victima|47|Neutral|hemorragia_grave|Me corté la pierna con una motosierra no para de sangrar y me estoy mareando
224|Victima|34|Slang|trauma|No mames me caí de la moto y me raspé todo el brazo veo la carne está bien culero
225|Victima|29|Caotico|convulsion|NO PUEDO PARAR DE TEMBLAR CONVULSIONES AYUDA AYUDA
226|Victima|44|Formal|anafilaxia|Me picó una avispa y la garganta se me está cerrando requiero atención inmediata
227|Victima|51|Neutral|intoxicacion|Mi esposa tomó unas pastillas y no despierta respira muy lento no sé qué hacer
228|Victima|25|Slang|atragantamiento|Wey me atoré con un hueso no puedo respirar me pongo morado
229|Victima|67|Formal|ataque_cardiaco|Dolor intenso en el pecho con irradiación al brazo izquierdo y sudoración fría
230|Victima|32|Caotico|ahogamiento|ME AHOGUÉ EN EL RÍO TOSO SANGRE Y NO PUEDO RESPIRAR AYUDA
231|Victima|36|Neutral|trauma|Choqué en la carretera el volante me aplastó el pecho y no puedo respirar
232|Victima|43|Emocional|derrame_cerebral|Mi mamá no puede hablar y tiene la boca torcida está tirada en el suelo
233|Victima|28|Slang|herida_balazo|Me chingaron me dieron un balazo en la espalda no para de sangrar
234|Victima|54|Neutral|congelamiento|Llevo horas en la nieve mis dedos están blancos y no los siento
235|Victima|31|Caotico|hemorragia_grave|ME CORTÉ LA MANO Y NO PARA DE SANGRAR VEO BLANCO AYUDA
236|Victima|39|Emocional|anafilaxia|Me comí un camarón y se me está hinchando la garganta no puedo respirar
237|Victima|46|Neutral|intoxicacion|Mi hijo se tomó el líquido de abajo del lavabo no responde y está vomitando
238|Victima|24|Slang|atragantamiento|Wey mi sobrino se atoró con un dulce y no respira
239|Victima|63|Formal|ataque_cardiaco|Dolor opresivo en el pecho que se extiende al brazo y mandíbula
240|Victima|21|Caotico|ahogamiento|CASI ME AHOGO EN EL MAR TOSO SANGRE AYUDA
241|Victima|40|Neutral|trauma|Me caí de un andamio de 4 metros y me fracturé la pierna no puedo caminar
242|Victima|37|Emocional|derrame_cerebral|Mi tío no puede mover la mitad del cuerpo y no habla
243|Victima|26|Slang|herida_balazo|Wey me dieron un balazo en la pierna no deja de sangrar
244|Victima|52|Neutral|congelamiento|Mis dedos de los pies están morados y no los siento
245|Victima|35|Caotico|hemorragia_grave|ME CORTÉ EL BRAZO CON UN VIDRIO NO PARA DE SANGRAR
246|Victima|42|Emocional|anafilaxia|Me picó una abeja y se me está cerrando la garganta tengo miedo
247|Victima|49|Neutral|intoxicacion|Mi hermana tomó demasiadas pastillas y no despierta
248|Victima|23|Slang|atragantamiento|No mames mi compa se atoró con un hueso y no respira
249|Victima|68|Formal|ataque_cardiaco|Dolor en el pecho acompañado de náuseas y sudoración
250|Victima|30|Caotico|ahogamiento|CASI ME AHOGO EN LA ALBERCA TOSO SANGRE
251|Victima|33|Neutral|trauma|Me cayó una tabla con clavos en la pierna se me atravesó y no deja de sangrar
252|Victima|44|Emocional|derrame_cerebral|Mi esposa no puede hablar y tiene la boca torcida
253|Victima|29|Slang|herida_balazo|Me dieron un balazo en la pierna wey no para de sangrar
254|Victima|56|Neutral|congelamiento|Mis manos están blancas y no las siento por el frío
255|Victima|32|Caotico|hemorragia_grave|ME CORTÉ LA PIERNA CON UNA SIERRA SANGRE AYUDA
256|Victima|41|Emocional|anafilaxia|Me picó una avispa y no puedo respirar se me cierra la garganta
257|Victima|48|Neutral|intoxicacion|Mi mamá se tomó unas pastillas y no responde
258|Victima|27|Slang|atragantamiento|Wey mi niño se atoró con un juguete no respira
259|Victima|65|Formal|ataque_cardiaco|Dolor torácico con irradiación al brazo izquierdo y dificultad respiratoria
260|Victima|22|Caotico|ahogamiento|ME AHOGUÉ EN EL MAR NO PUEDO RESPIRAR
261|Victima|39|Neutral|trauma|Me caí de las escaleras y me golpeé la cabeza veo borroso
262|Victima|46|Emocional|derrame_cerebral|Mi papá no puede hablar y tiene la cara torcida ayuda
263|Victima|34|Slang|herida_balazo|No mames me dieron un balazo en la pierna
264|Victima|53|Neutral|congelamiento|Mis dedos están negros por el frío y no los siento
265|Victima|31|Caotico|hemorragia_grave|ME CORTÉ LA MANO SANGRE NO PARA AYUDA
266|Victima|43|Emocional|anafilaxia|Me comí un marisco y se me hincha la garganta no puedo respirar
267|Victima|50|Neutral|intoxicacion|Mi hija tomó algo que no debía y no despierta
268|Victima|28|Slang|atragantamiento|Wey me atoré con la comida no respiro
