id,rol,edad,estilo,text
28,Victima,10,Infantil,"Se me acabó el agua y tengo mucha sed, no sé dónde estoy, ayudame porfavor"
29,Victima,8,Infantil,"Está lloviendo mucho y no tengo dónde esconderme, tengo frío y tengo miedo"
30,Victima,11,Infantil,"Me perdí del grupo y no encuentro el sendero, ya está oscureciendo y tengo miedo"
31,Victima,34,Formal,"Me perdí en el cerro y ya está oscureciendo, no traje linterna y ya casi no tengo señal en el teléfono"
32,Victima,38,Formal,"Llevo varias horas sin agua y el sol está muy fuerte, me siento muy débil y no encuentro la salida"
33,Victima,30,Formal,"La tormenta me atrapó y no tengo dónde protegerme, el agua está subiendo y no puedo avanzar"
34,Victima,36,Formal,"El camino está bloqueado por un derrumbe, no puedo regresar ni seguir adelante"
35,Victima,27,Formal,"La niebla no me deja ver el sendero, llevo horas perdido y el agua se está acabando"
36,Victima,32,Slang,"Wey, me perdí en el cerro y ya está oscureciendo, no traje ni linterna, estoy bien asustado"
37,Victima,29,Slang,"No mames, se me acabó el agua y llevo horas caminando, no veo salida por ningún lado"
38,Victima,25,Errores,"Me perdi en el cerro y ya esta osucereciendo, no tengo señal y el agua se me acabo"
39,Victima,32,Neutral,"La tormenta me sorprendió en el cerro, el agua está subiendo y no puedo cruzar el río"
40,Victima,28,Neutral,"Se me acabó la batería del celular y no sé dónde estoy, llevo horas caminando"
41,Testigo,30,Neutral,"Estoy perdido en el cerro con un grupo de personas, ya casi no tenemos agua y está oscureciendo"
42,Testigo,28,Neutral,"Mi amigo se separó del grupo en el cerro, ya no lo encuentro y creo que su teléfono no tiene señal"
43,Testigo,32,Neutral,"Un compañero se quedó atrapado por la tormenta, no puede bajar y no tiene refugio"
44,Testigo,25,Emocional,"¡Mi amigo se perdió en el cerro! Está oscureciendo y no tiene agua ni señal, ¡tengo mucho miedo!"
45,Testigo,9,Infantil,"Mi hermanito se perdió en el cerro, no lo encuentro y ya está oscuro, tengo miedo, ayudame"
46,Testigo,24,Slang,"Wey mi compa se perdió en el cerro, ya está oscureciendo y no tiene señal no mames"
47,Testigo,30,Neutral,"El grupo está atrapado por el río crecido, no pueden cruzarlo y está empezando a llover"
48,Testigo,34,Neutral,"Hay una tormenta muy fuerte y varios senderistas no han regresado, no tienen señal ni linternas"
49,Testigo,29,Emocional,"¡Mi novio se perdió en el cerro! Lleva horas sin agua y el teléfono no tiene batería, ¡ayuda!"
50,Testigo,31,Neutral,"Un amigo se quedó sin agua y no encuentra el camino de regreso, ya anocheció"
51,Testigo,Neutral,"Me torcí el tobillo en el cerro, no puedo caminar, no tengo agua ni señal y ya anocheció",
52,Victima,34,Neutral,"Estoy en el Cerro del Tepozteco y empezó a llover muy fuerte, el sendero está resbaloso y no puedo bajar, hay piedras cayendo"
53,Victima,29,Emocional,"¡Voy en el Cerro del Tepozteco y se está deslizando la tierra! El camino está bloqueado por lodo y piedras, no puedo seguir ni regresar"
54,Victima,31,Caotico,¡LLUVIA FUERTE TEPOZTLAN SENDERO RESBALOSO DESLAVE NO BAJO AYUDA!
55,Victima,28,Neutral,"Subí al Cerro del Bachoco y me desorienté con la neblina, ya no veo el sendero y está empezando a oscurecer"
56,Victima,25,Slang,"Wey, en el Cerro del Bachoco me perdí con la niebla, no veo ni madres y ya está oscureciendo, no traje ni linterna"
57,Victima,30,Neutral,"Estoy en el Desierto de los Leones y el camino se cerró por un árbol caído, no puedo pasar y ya está lloviendo"
58,Victima,27,Emocional,"¡Me perdí en el Desierto de los Leones! Llevo horas caminando y no encuentro la salida, el teléfono ya no tiene batería"
59,Victima,32,Neutral,"En el sendero del Iztaccíhuatl, la tormenta de nieve nos sorprendió, no vemos el camino y el frío está muy fuerte"
60,Victima,35,Caotico,¡TORMENTA NIEVE IZTA NO VEO SENDERO FRÍO EXTREMO AYUDA!
61,Victima,29,Formal,"Estoy en el Iztaccíhuatl y la visibilidad es casi nula por la tormenta, el frío está poniendo en riesgo a mi grupo"
62,Victima,33,Neutral,"Subiendo al Nevado de Toluca, el camino está cubierto de hielo, no puedo avanzar ni regresar sin resbalarme"
63,Victima,28,Emocional,"¡El Nevado de Toluca está congelado! Resbalé varias veces y no puedo bajar, el frío es insoportable"
64,Victima,30,Neutral,"En el Pico de Orizaba, una tormenta eléctrica nos atrapó, no tenemos dónde resguardarnos y el rayo cayó cerca"
65,Victima,26,Slang,"No mames, en el Pico de Orizaba cayó un rayo a 50 metros, estamos bien expuestos y no hay refugio"
66,Victima,34,Neutral,"En el sendero de la Sierra de Guerrero, encontré una zona con deslave, no puedo pasar y el río está creciendo"
67,Victima,27,Emocional,"¡Voy en la Sierra Gorda y me quedé sin agua! El sol está bien fuerte, me siento mareado y no encuentro el camino"
68,Victima,31,Neutral,"En la Barranca del Cobre, el sendero se derrumbó por las lluvias, estoy atrapado entre la pared y el precipicio"
69,Victima,29,Caotico,¡BARRANCA COBRE DERRUMBE SENDERO ATRAPADO PRECIPICIO AYUDA!
70,Victima,24,Neutral,"El río creció en el Desierto de los Leones y no puedo cruzarlo, estoy atrapado en esta orilla y ya está oscureciendo"
71,Victima,22,Infantil,"Me perdí en el bosque, ya está oscuro y no encuentro a mi familia, tengo mucho miedo y frío"
72,Victima,28,Emocional,¡El cerro del Tepozteco tiene deslaves por la lluvia! Estoy en una zona sin señal y no sé cómo bajar
73,Victima,26,Slang,"Wey, en el Tepozteco hay un deslave bien culero, no puedo bajar y ya se está haciendo de noche"
74,Victima,30,Formal,"En el Desierto de los Leones el camino principal está bloqueado por un árbol de gran tamaño, no puedo continuar"
75,Victima,32,Neutral,"En el Nevado de Toluca, la niebla es tan espesa que no distingo el sendero, llevo 3 horas perdido"
76,Victima,27,Errores,Nevado Toluca niebla espesa no veo sendero oras perdido tengo muxo frio
77,Victima,34,Emocional,¡El Iztaccíhuatl está cubierto de hielo y todos los senderos están congelados! No podemos bajar
78,Victima,28,Neutral,"Una tormenta eléctrica en el Ajusco me sorprendió, estoy en una zona abierta sin refugio"
79,Victima,25,Slang,"No mames, en el Ajusco está cayendo un tormentón bien cabrón, no hay dónde esconderse"
80,Victima,25,Infantil,"Estoy en el cerro con mi papá y él se lastimó la pierna, no puede caminar y está oscureciendo, tengo miedo"
81,Victima,34,Emocional,"¡Llevo horas perdido en las montañas de Colorado, la nieve está hasta la cintura y no encuentro el sendero! El teléfono está por apagarse, tengo mucho frío"
82,Victima,29,Neutral,"Soy un excursionista internacional en Canadá, seguí una ruta que vi en una aplicación y ahora estoy perdido, empapado y con hipotermia, el sol ya se está poniendo"
83,Victima,32,Caotico,"¡CAÍ POR UN ACANTILADO EN EL MONTE WILLIAMSON, TENGO LA PIERNA ROTA, SIN COMIDA Y SIN AGUA A 4,100 METROS DE ALTURA, AYUDA!"
84,Victima,35,Slang,"Wey, seguí una ruta de una app en Canadá y terminé en un terreno bien culero con acantilados, llevo horas perdido y estoy empapado, no mames"
85,Victima,42,Formal,"Pasé la noche en un barranco en Tennessee, perdido y con hipotermia, solo llevaba playera y shorts, la temperatura bajó a 4°C"
86,Victima,38,Neutral,"Me caí en el Monte Williamson, tengo una fractura expuesta en la pierna, una tormenta eléctrica me alcanzó en el acantilado y no tengo mi mochila con comida ni agua"
87,Victima,34,Caotico,¡VIENTO PATAGONIA 120 KM/H TIRÓ CAMPAMENTO TOLDA ROTA NO REFUGIO AYUDA!
88,Victima,40,Emocional,"¡Mi compañero se lastimó la rodilla en la montaña! No puede caminar, el sol está bajando y no tenemos agua suficiente! Ayudanos"
89,Victima,27,Neutral,"Estoy subiendo el Kilimanjaro y me dio un fuerte mal de altura, no puedo continuar y bajar solo es muy difícil, el guía se adelantó"
90,Testigo,27,Neutral,"Vamos tres subiendo el Kilimanjaro, mi compañero se quedó atrás con mal de altura, tenemos que bajar juntos pero no puede caminar bien"
91,Victima,37,Neutral,"Estoy en el campo base del Everest y me dio un dolor de cabeza muy fuerte, tengo náuseas y me falta el aire, no puedo caminar bien"
92,Victima,41,Emocional,"¡Subiendo los Andes y me siento fatal! La cabeza me explota, todo me da vueltas y no puedo respirar, creo que es el mal de altura"
93,Victima,34,Caotico,¡MAL DE ALTURA ALPES DOLOR CABEZA VIOMITAR FALTA AIRE NO CAMINO AYUDA!
94,Victima,29,Slang,"Wey, en los Pirineos me pegó bien mal la altura, no puedo respirar, me duele la cabeza un chingo y todo me da vueltas"
95,Testigo,45,Formal,"Mi compañero presenta síntomas de mal de altura: náuseas y dolor de cabeza, no puede continuar la expedición"
96,Testigo,39,Emocional,"¡Mi amigo en los Alpes está muy mal! Tiene un dolor de cabeza insoportable, vomitó varias veces y está desorientado, no sabe dónde está"
97,Victima,30,Emocional,"¡Estoy en el Iztaccíhuatl me siento fatal! Estoy mareado, con náuseas y dolor de cabeza, no puedo bajar solo"
98,Testigo,35,Neutral,"Mi compañero en el Pico de Orizaba está desorientado y vomitando, claramente es mal de altura, tenemos que bajar ya"
99,Testigo,39,Neutral,"Mi amigo en los Alpes está muy confundido, no reconoce el sendero y tiene alucinaciones"
100,Testigo,35,Slang,"Wey estamos en la montaña, mi compa está bien mal, no sabe ni dónde está, dice que ve cosas y se tropieza solo, la altura le está pegando bien cabrón"
