id|rol|edad|emocion|categoria_x|text
50|Testigo|35|ansiedad|anafilaxia|Mi vecina se está poniendo morada por un camarón que comió, no sé si llamar a una ambulancia
51|Testigo|34|panico|trauma|¡MI CARNAL SE CAYÓ DEL SEGUNDO PISO! ¡NO RESPIRA! ¡AYUDA!
52|Testigo|29|panico|trauma|¡MI MORRA QUEDÓ PRENSADA! ¡NO RESPONDE! ¡AYUDAME WEY!
53|Testigo|31|panico|derrame_cerebral|¡MI JEFE SE DESMAYÓ! ¡NO RESPIRA! ¡TENGO MUCHO MIEDO!
54|Testigo|27|panico|trauma|¡MI CUATE SE CAYÓ CON LA BARRA EN EL CUELLO! ¡ESTÁ MORADO! ¡AYUDA!
55|Testigo|33|panico|intoxicacion|¡MI ROOMIE NO DESPIERTA! ¡ESTÁ TIESO! ¡AMBULANCIA!
56|Testigo|30|panico|trauma|¡MI COMPA SE CAYÓ EN LA OBRA! ¡SANGRA! ¡AYUDA!
57|Testigo|35|panico|trauma|¡MI AMIGO NO RESPIRA! ¡TIENE SANGRE! ¡AYUDA!
58|Testigo|28|panico|convulsion|¡AYUDAME! ¡MI NOVIA SE DESMAYÓ! ¡CONVULSIONA! ¡AYUDA!
59|Testigo|32|panico|intoxicacion|¡MI ROOMIE NO DESPIERTA! ¡RESPIRA LENTO! ¡SE VA A MORIR!
60|Testigo|34|panico|trauma|¡MI HERMANO VOLÓ DE LA MOTO! ¡SANGRA! ¡AYUDA!
61|Testigo|29|panico|trauma|¡CARNAL! ¡SEGUNDO PISO! ¡NO RESPIRA! ¡SANGRE! ¡AYUDA!
62|Testigo|31|panico|trauma|¡MORRA PRENSADA! ¡FIERRO! ¡PIERNA! ¡NO RESPONDE! ¡WEY!
63|Testigo|28|panico|derrame_cerebral|¡JEFE DESMAYADO! ¡NO RESPIRA! ¡PÁLIDO! ¡AYUDA!
64|Testigo|33|panico|trauma|¡CARNAL! ¡BARRA! ¡CUELLO! ¡MORADO! ¡AYUDA!
65|Testigo|30|panico|intoxicacion|¡SE MORIR! ¡ROOMIE! ¡TIESO! ¡AMBULANCIA! ¡AYUDA!
66|Testigo|35|panico|trauma|¡COMPA! ¡OBRA! ¡SANGRE! ¡NARIZ! ¡AYUDA!
67|Testigo|27|panico|trauma|¡AMIGO! ¡NO RESPIRA! ¡SANGRE! ¡BOCA! ¡AYUDA!
68|Testigo|32|panico|convulsion|¡NOVIA! ¡CONVULSIONA! ¡ESPUMA! ¡AYUDA!
69|Testigo|29|panico|intoxicacion|¡ROOMIE! ¡NO DESPIERTA! ¡RESPIRA LENTO! ¡AYUDA!
70|Testigo|34|panico|trauma|¡HERMANO! ¡MOTO! ¡SANGRE! ¡BRAZO! ¡AYUDA!
71|Victima|30|neutral|ataque_cardiaco|Siento un dolor intenso en el pecho no puedo respirar, ¿qué hago?
72|Victima|33|neutral|ataque_cardiaco|Tengo mucho dolor siento presión en el pecho no puedo respirar
73|Victima|28|ansiedad|trauma|Mi primo se cayó de la moto estaba bien y se desmayó de pronto no responde, no sé qué hacer
74|Victima|31|neutral|anafilaxia|Me comí un camarón en la playa y se me empezó a hinchar la garganta y la cara no puedo respirar bien y siento que me hormiguea el cuerpo, ¿qué hago?
75|Victima|29|neutral|anafilaxia|Me picó una abeja y siento que se me está cerrando la garganta me hormiguea todo el cuerpo y me duele mucho el pecho
76|Testigo|34|neutral|intoxicacion|Mi hijo comió algo se empezó a hinchar ahora tiene mucho dolor en el pecho y no para de vomitar
77|Victima|27|miedo|hemorragia_grave|Me corté la mano con el cuchillo siento que no puedo respirar bien y la sangre no para, tengo mucho miedo
78|Testigo|32|ansiedad|trauma|No mames mi primo se clavó un vidrio en el brazo y no para de sangrar está blanco qué hago
79|Testigo|30|neutral|trauma|Mi compañero se cayó y se golpeó la cabeza está sangrando mucho se puso pálido y perdió el conocimiento
80|Victima|35|neutral|intoxicacion|Mi amigo tomó demasiado alcohol en la fiesta ahora está inconsciente no responde cuando le hablo y respira muy lento
81|Victima|29|ansiedad|herida_balazo|Me chingaron me dieron un balazo en la pata y no deja de sangrar ya estoy viendo borroso wey ayúdame
82|Victima|32|ansiedad|trauma|No mames se me metió un tráiler y me estampé no siento las patas y veo bien borroso me voy a morir
83|Victima|28|ansiedad|trauma|Me caí de la moto y veo la carne del brazo está bien culero no para de sangrar duele
84|Victima|30|ansiedad|herida_balazo|Me dieron un balazo en la pierna no deja de sangrar y ya me estoy mareando wey me duele
85|Victima|33|ansiedad|hemorragia_grave|Me picó una mantarraya y no deja de sangrar me duele bien gacho la pierna no puedo caminar
86|Victima|29|ansiedad|intoxicacion|Wey me duele la panza bien cabrón como si me acuchillaran estoy sudando frío y no me puedo parar
87|Victima|31|ansiedad|hemorragia_grave|Wey me corté la mano y no para la sangre veo puntitos y me estoy mareando está bien gacho no sé qué hacer
88|Victima|34|ansiedad|trauma|Me quebré la muñeca el hueso se ve y sangra no puedo mover los dedos está bien culero
89|Victima|27|ansiedad|trauma|Me cayó un block en la cabeza estoy sangrando un chingo y creo que me voy a desmayar wey
90|Victima|32|ansiedad|hemorragia_grave|Mi vieja me cortó el brazo con un cuchillo no para de sangrar y me estoy mareando
91|Victima|28|confusion|ataque_cardiaco|Me duele el pecho bien feo como si alguien me estubiera apuñalando no puedo respirar, no entiendo qué pasa
92|Victima|33|confusion|trauma|Iba manejando y un camión me chocó de frente el volante me aplastó el pecho, esto no tiene sentido
93|Victima|30|confusion|trauma|Me caí de la moto en la carretera tengo raspado todo el brazo y veo la carnee, no sé qué hacer
94|Victima|29|confusion|trauma|Me cayó una lamina en la obra me aplastó la pierna y no la siento, todo es muy confuso
95|Victima|34|confusion|hemorragia_grave|Me picó una mantarraya en la playa no dejo de sangrar y me duele hasta la pierna, no sé a quién creer
96|Victima|27|confusion|intoxicacion|Me dio un dolor bien culero en la panza como si me explotara algo, no sé qué está pasando
97|Victima|31|confusion|hemorragia_grave|Me corté la mano con una sierra no para de sangrar y me estoy mareando, todo es muy ambiguo
98|Victima|32|confusion|trauma|Me resbalé en el baño y me quebré la muñeca el hueso se ve atrabesado, no entiendo nada
99|Victima|28|confusion|herida_balazo|Me dispararon en la pierna en la colonia no para de sangrar y me voy a desmayar, no sé si es real
100|Victima|35|confusion|trauma|Me cayó un block en la cabeza me duele bien feo y estoy sangrando un chingo, estoy desorientado
101|Testigo|30|ansiedad|trauma|Mi compa se cayó del andamio y no se mueve wey está bien grave le está sangrando mucho la nariz
102|Testigo|33|ansiedad|trauma|Mi carnal voló en el choque no respira y tiene sangre en la boca qué pedo wey qué hago
103|Testigo|29|ansiedad|convulsion|Mi morra se desmayó y está convulsionando wey no sé qué hacer culero
104|Testigo|31|ansiedad|intoxicacion|Tengo miedo mi roomie no despierta wey respira bien lento y hace ruidos raros
105|Testigo|34|ansiedad|trauma|Mi hermano voló de la moto y está en el suelo con el brazo doblado sangra un chingo
106|Testigo|28|ansiedad|trauma|A mi compa le cayó un tubo en la cabeza está inconsciente y está sangrando del oído
107|Testigo|32|ansiedad|ahogamiento|Mi cuate se metió al río y no salió wey ya van 3 minutos creo que se ahogó
108|Testigo|30|ansiedad|intoxicacion|Mi compa tomó mucho y no responde está pálido y vomita no lo puedo despertar qué pedo
109|Testigo|33|miedo|intoxicacion|Ayúdame por favor mi hermano se tomó toda una botella de tequila y ahora no despierta está pálido respira raro y no lo puedo mover, tengo mucho miedo
110|Testigo|29|ansiedad|anafilaxia|Mi vecina se está poniendo morada no puede respirar wey se comió un camarón y se le hinchó la cara qué tengo que hacer
111|Testigo|31|confusion|trauma|Mi compa se cayó del andamio está en el suelo y no se mueve, no entiendo qué pasó
112|Testigo|28|confusion|trauma|Mi amigo del copiloto no respira después del choque, no sé si es real
113|Testigo|34|confusion|convulsion|Mi novia se desmayó y está convulsionando en el antro no sé qué hacer, todo es muy confuso
114|Testigo|30|confusion|intoxicacion|Mi roomie se tomó pastillas y no despierta respira muy lento, no entiendo nada
115|Testigo|33|confusion|trauma|Mi hermano voló de la moto y está en el suelo con el brazo doblado, no sé qué pensar
116|Testigo|29|confusion|trauma|A mi compañero le cayó un tubo en la cabeza y está inconsciente, esto no tiene sentido
117|Testigo|32|confusion|ahogamiento|Ayuda mi amigo se metió al río y no salió ya van como 3 minutos, no sé qué hacer
118|Testigo|31|confusion|intoxicacion|Mi cuate tomó mucho y no responde está pálido y vomita que hago, no entiendo nada
119|Testigo|35|confusion|atragantamiento|El gato aplastó a mi primo no puede respirar y está morado, no sé qué está pasando
120|Testigo|27|confusion|anafilaxia|Por favor ayúdame mi vecina se está poniendo morada por un camarón que comió, no sé a quién creer
121|Victima|19|neutral|herida_balazo|Me dispararon en la pierna en la colonia no para de sangrar y me estoy mareando, ¿qué hago?
122|Testigo|22|neutral|trauma|Un carro chocó una persona está inconsciente no respira y a otro le duele el pecho
123|Victima|18|neutral|ahogamiento|Una corriente arrastró a mi amigo mientras nadaba en la playa tiene tos y le cuesta trabajo respirar
124|Victima|20|neutral|trauma|Me cayó una lámina en la obra me aplastó la pierna y no la siento
125|Victima|17|neutral|intoxicacion|Alguien le puso algo a mi bebida en la fiesta no controlo mi cuerpo
126|Testigo|23|neutral|intoxicacion|Creo que alguien le puso algo a la bebida de mi amigo en la fiesta ahora no controla su cuerpo y no responde tengo mucho miedo
127|Victima|16|neutral|trauma|Choqué jugando fútbol me golpeé la cabeza y veo borroso
128|Victima|24|neutral|trauma|Me resbalé en la regadera y me quebré la muñeca
129|Victima|21|neutral|anafilaxia|Me picó un alacrán en el pie se me hincha la garganta
130|Victima|18|neutral|trauma|Me caí de una moto en la carretera tengo raspado todo el brazo
131|Victima|19|miedo|herida_balazo|Ayúdame me dispararon no para de sangrar y me mareo creo que me voy a desmayar, no sé qué hacer
132|Victima|22|miedo|trauma|Tengo miedo choqué en la carretera me duele el pecho y no puedo respirar
133|Victima|18|miedo|ahogamiento|Creo que necesito ir al hospital, casi me ahogo en la playa me cuesta trabajo respirar, tengo miedo
134|Victima|20|miedo|trauma|No mames me cayó una lámina en la pierna no la siento y veo el hueso me duele muchísimo
135|Victima|17|miedo|intoxicacion|Alguien le puso algo a mi bebida no controlo mi cuerpo y me tiembla todo, tengo mucho miedo
136|Victima|23|miedo|trauma|Me reventaron el tímpano sangra y no escucho nada me duele muchísimo
137|Victima|16|miedo|trauma|Wey choqué jugando fútbol veo borroso y no recuerdo nada me duele la cabeza
138|Victima|24|miedo|trauma|Me quebré la muñeca el hueso se ve y sangra no puedo mover los dedos, tengo miedo
139|Victima|21|miedo|anafilaxia|Me duele mucho ayúdame me picó un alacrán se me hincha la garganta y no puedo respirar, no sé qué hacer
140|Victima|18|miedo|trauma|Me caí de la moto veo la carne del brazo y no para de sangrar me arde mucho
141|Victima|19|panico|herida_balazo|¡DISPARO! ¡PIERNA! ¡SANGRE! ¡MAREADO! ¡AYUDA!
142|Victima|22|panico|trauma|¡CHOQUE! ¡CARreTERA! ¡DUELE! ¡PECHO! ¡AYUDA!
143|Victima|18|panico|ahogamiento|¡AHOGO! ¡PLAYA! ¡TOS! ¡SANGRE! ¡AYUDA!
144|Victima|20|panico|trauma|¡LÁMINA! ¡PIERNA! ¡HUESO! ¡SANGRE! ¡AYUDA!
145|Victima|17|panico|intoxicacion|¡BEBIDA! ¡ALGUIEN! ¡ALGO! ¡TIEMBLO! ¡AYUDA!
146|Victima|23|panico|trauma|¡TÍMPANO ROTO! ¡SANGRE! ¡OÍDO! ¡AYUDA!
147|Victima|16|panico|trauma|¡FÚTBOL! ¡GOLPE! ¡CABEZA! ¡BORROSO! ¡AYUDA!
148|Victima|24|panico|trauma|¡MUÑECA QUEBRADA! ¡HUESO! ¡SANGRE! ¡AYUDA!
149|Victima|21|panico|anafilaxia|¡ALACRÁN! ¡GARGANTA! ¡HINCHADA! ¡AYUDA!
150|Victima|18|panico|trauma|¡MOTO! ¡CARNE! ¡BRAZO! ¡SANGRE! ¡AYUDA!
151|Victima|19|ansiedad|herida_balazo|Me chingaron me dieron un balazo en la pata y no deja de sangrar ya me estoy desmayando wey
152|Victima|22|ansiedad|trauma|No mames choqué bien feo en la carretera el volante me aplastó el pecho wey
153|Victima|18|ansiedad|ahogamiento|Casi me ahogo en la playa tos con sangre y me duele todo qué mal pedo
154|Victima|20|ansiedad|trauma|Me cayó una lámina en la chamba me aplastó la pata la tengo doblada y veo el hueso
155|Victima|17|ansiedad|intoxicacion|En la peda alguien le puso algo a mi chela no controlo mi cuerpo y tiemblo bien cabrón
156|Victima|23|ansiedad|trauma|Mi morra me dio una cachetada y me reventó el oído tengo sangre y no escucho nada
157|Victima|16|ansiedad|trauma|Estaba jugando fútbol y choqué veo borroso y no recuerdo nada está bien feo
158|Victima|24|ansiedad|trauma|Me resbalé en la regadera y me quebré la muñeca el hueso se ve está bien culero
159|Victima|21|ansiedad|anafilaxia|Me picó un alacrán se me hincha la garganta y no puedo respirar qué miedo wey
160|Victima|18|ansiedad|trauma|Me caí de la moto y veo la carne del brazo no para de sangrar está bien gacho
161|Testigo|22|neutral|trauma|Mi compa se cayó en la obra sangra de la nariz y no se mueve
162|Testigo|19|neutral|trauma|Mi amigo no respira después del choque tiene sangre en la boca
163|Testigo|23|neutral|convulsion|Mi novia se desmayó en el antro y está convulsionando
164|Testigo|20|neutral|intoxicacion|Mi roomie se tomó pastillas y no despierta respira lento
165|Testigo|18|neutral|trauma|Mi hermano voló de la moto tiene el brazo doblado y sangra
166|Testigo|24|neutral|trauma|A mi compañero le cayó un tubo en la cabeza
167|Testigo|21|neutral|ahogamiento|Mi amigo se metió al río y no salió ya van 3 minutos
168|Testigo|17|neutral|intoxicacion|Mi cuate tomó mucho y no responde está pálido y vomita
169|Testigo|22|neutral|atragantamiento|El gato aplastó a mi primo no puede respirar y está morado
170|Testigo|19|neutral|anafilaxia|Mi vecina se está poniendo morada y no puede respirar
171|Testigo|22|miedo|trauma|Mi compa se cayó en la obra sangra de la nariz y no se mueve, tengo mucho miedo
172|Testigo|19|miedo|trauma|Mi amigo no respira tiene sangre en la boca después del choque no sé si está vivo
173|Testigo|23|miedo|convulsion|Mi novia se desmayó está convulsionando y echando espuma no sé qué hacer
174|Testigo|20|miedo|intoxicacion|Mi roomie no despierta respira muy lento y hace ruidos raros tengo mucho miedo
175|Testigo|18|miedo|trauma|Mi hermano voló de la moto tiene el brazo doblado y sangra mucho ayuda
176|Testigo|24|miedo|trauma|A mi compañero le cayó un tubo está inconsciente y sangra del oído no reacciona
177|Testigo|21|miedo|ahogamiento|Mi amigo se ahogó en el río no sale ya van 3 minutos no lo encuentro
178|Testigo|17|miedo|intoxicacion|Mi cuate no responde tomó mucho y está pálido vomita y no lo despierto
179|Testigo|22|miedo|atragantamiento|El gato aplastó a mi primo no puede respirar y está morado tose sangre
180|Testigo|19|miedo|anafilaxia|Mi vecina no respira tiene la cara hinchada y se puso morada se comió un camarón
181|Testigo|22|panico|trauma|¡COMPA! ¡OBRA! ¡SANGRE! ¡NARIZ! ¡AYUDA!
182|Testigo|19|panico|trauma|¡AMIGO! ¡NO RESPIRA! ¡SANGRE! ¡BOCA! ¡AYUDA!
183|Testigo|23|panico|convulsion|¡NOVIA! ¡CONVULSIONA! ¡ESPUMA! ¡AYUDA!
184|Testigo|20|panico|intoxicacion|¡ROOMIE! ¡NO DESPIERTA! ¡RESPIRA LENTO! ¡AYUDA!
185|Testigo|18|panico|trauma|¡HERMANO! ¡MOTO! ¡SANGRE! ¡BRAZO! ¡AYUDA!
186|Testigo|24|panico|trauma|¡TUBO! ¡CABEZA! ¡SANGRE! ¡OÍDO! ¡AYUDA!
187|Testigo|21|panico|ahogamiento|¡RÍO! ¡AMIGO! ¡NO SALE! ¡AYUDA!
188|Testigo|17|panico|intoxicacion|¡CUATE! ¡VOMITA! ¡PÁLIDO! ¡AYUDA!
189|Testigo|22|panico|atragantamiento|¡PRIMO! ¡GATO! ¡MORADO! ¡AYUDA!
190|Testigo|19|panico|anafilaxia|¡VECINA! ¡MORADA! ¡CARA! ¡AYUDA!
191|Testigo|22|ansiedad|trauma|Mi compa se cayó en la obra wey sangra de la nariz y no se mueve está bien grave
192|Testigo|19|ansiedad|trauma|Mi amigo no respira después del choque tiene sangre en la boca qué pedo wey
193|Testigo|23|ansiedad|convulsion|Mi novia se desmayó en el antro y está convulsionando no sé qué hacer wey
194|Testigo|20|ansiedad|intoxicacion|Mi roomie se tomó pastillas y no despierta respira bien lento qué miedo wey
195|Testigo|18|ansiedad|trauma|Mi hermano voló de la moto tiene el brazo doblado y sangra un chingo está bien culero
196|Testigo|24|ansiedad|trauma|A mi compa le cayó un tubo en la cabeza y no reacciona wey está canijo
197|Testigo|21|ansiedad|ahogamiento|Mi cuate se metió al río y no salió ya van 3 minutos creo que se ahogó qué mal pedo
198|Testigo|17|ansiedad|intoxicacion|Mi compa tomó mucho y no responde está pálido y vomita no lo puedo despertar wey
199|Testigo|22|ansiedad|atragantamiento|Wey wey wey el aplastó a mi primo no puede respirar y se está poniendo morado
200|Testigo|19|ansiedad|anafilaxia|Mi vecina se está poniendo morada wey se comió un camarón y se le hinchó la cara
201|Victima|19|confusion|herida_balazo|Me dispararon en la pierna no para de sangrar y me estoy mareando, no entiendo qué pasa
202|Victima|22|confusion|trauma|Voy manejando en la carretera y choqué me duele el pecho y no puedo respirar, esto no tiene sentido
203|Victima|18|confusion|ahogamiento|Me metí a nadar a la playa y una corriente me arrastró casi me ahogo, no sé qué hacer
204|Victima|20|confusion|trauma|Me cayó una lámina en la obra me aplastó la pierna y no la siento, todo es muy confuso
205|Victima|17|confusion|intoxicacion|Alguien le puso algo a mi bebida en la fiesta no controlo mi cuerpo, no sé si es real
206|Victima|23|confusion|trauma|Mi novia me reventó el tímpano tengo sangre en el oído y no escucho, no entiendo nada
207|Victima|16|confusion|trauma|Choque jugando fútbol me golpeé la cabeza y veo borroso, no sé dónde estoy
208|Victima|24|confusion|trauma|Me resbalé en la regadera y me quebré la muñeca, todo es muy ambiguo
209|Victima|21|confusion|anafilaxia|Me picó un alacrán en el pie se me hincha la garganta, no sé qué está pasando
210|Victima|18|confusion|trauma|Me caí de una moto en la carretera tengo raspado todo el brazo, no sé a quién creer
211|Victima|45|neutral|trauma|Me caí de una escalera de 3 metros y me fracturé la muñeca no puedo mover la mano, ¿qué hago?
212|Victima|38|miedo|derrame_cerebral|Mi esposo no puede hablar y tiene la boca torcida creo que está teniendo un derrame, tengo mucho miedo
213|Victima|22|ansiedad|herida_balazo|Wey me alcanzó una bala en el hombro no para de sangrar y me estoy mareando
214|Victima|50|neutral|congelamiento|Llevo 6 horas en el frío mis dedos están negros y no los siento
215|Victima|33|panico|hemorragia_grave|¡ME CORTÉ LA PIERNA! ¡NO PARA DE SANGRAR! ¡AYUDA!
216|Victima|27|miedo|anafilaxia|Me picó una abeja en el cuello y no puedo respirar se me está cerrando la garganta, tengo miedo
217|Victima|41|neutral|intoxicacion|Mi hijo se tomó el líquido de abajo del lavabo está vomitando y no responde
218|Victima|29|ansiedad|atragantamiento|No mames mi morro se atoró con una canica y no respira qué hago
219|Victima|55|neutral|ataque_cardiaco|Me duele el pecho y siento que me falta el aire el dolor me sube al brazo izquierdo
220|Victima|19|panico|ahogamiento|¡CASI ME AHOGO EN LA PLAYA! ¡TOSO SANGRE! ¡AYUDA!
221|Victima|62|neutral|ataque_cardiaco|Me duele el pecho y se me sube al brazo izquierdo no puedo respirar bien
222|Victima|58|miedo|derrame_cerebral|Mi papá no puede mover un lado de la cara y no habla bien necesito ayuda, tengo miedo
223|Victima|47|neutral|hemorragia_grave|Me corté la pierna con una motosierra no para de sangrar y me estoy mareando
224|Victima|34|ansiedad|trauma|No mames me caí de la moto y me raspé todo el brazo veo la carne está bien culero
225|Victima|29|panico|convulsion|¡NO PUEDO PARAR DE TEMBLAR! ¡CONVULSIONES! ¡AYUDA!
226|Victima|44|neutral|anafilaxia|Me picó una avispa y la garganta se me está cerrando requiero atención inmediata
227|Victima|51|neutral|intoxicacion|Mi esposa tomó unas pastillas y no despierta respira muy lento no sé qué hacer
228|Victima|25|ansiedad|atragantamiento|Wey me atoré con un hueso no puedo respirar me pongo morado
229|Victima|67|neutral|ataque_cardiaco|Dolor intenso en el pecho con irradiación al brazo izquierdo y sudoración fría
230|Victima|32|panico|ahogamiento|¡ME AHOGUÉ EN EL RÍO! ¡TOSO SANGRE! ¡AYUDA!
231|Victima|36|neutral|trauma|Choqué en la carretera el volante me aplastó el pecho y no puedo respirar
232|Victima|43|miedo|derrame_cerebral|Mi mamá no puede hablar y tiene la boca torcida está tirada en el suelo, tengo mucho miedo
233|Victima|28|ansiedad|herida_balazo|Me chingaron me dieron un balazo en la espalda no para de sangrar
234|Victima|54|neutral|congelamiento|Llevo horas en la nieve mis dedos están blancos y no los siento
235|Victima|31|panico|hemorragia_grave|¡ME CORTÉ LA MANO! ¡NO PARA DE SANGRAR! ¡AYUDA!
236|Victima|39|miedo|anafilaxia|Me comí un camarón y se me está hinchando la garganta no puedo respirar, tengo miedo
237|Victima|46|neutral|intoxicacion|Mi hijo se tomó el líquido de abajo del lavabo no responde y está vomitando
238|Victima|24|ansiedad|atragantamiento|Wey mi sobrino se atoró con un dulce y no respira
239|Victima|63|neutral|ataque_cardiaco|Dolor opresivo en el pecho que se extiende al brazo y mandíbula
240|Victima|21|panico|ahogamiento|¡CASI ME AHOGO EN EL MAR! ¡TOSO SANGRE! ¡AYUDA!
241|Victima|40|neutral|trauma|Me caí de un andamio de 4 metros y me fracturé la pierna no puedo caminar
242|Victima|37|miedo|derrame_cerebral|Mi tío no puede mover la mitad del cuerpo y no habla, tengo miedo
243|Victima|26|ansiedad|herida_balazo|Wey me dieron un balazo en la pierna no deja de sangrar
244|Victima|52|neutral|congelamiento|Mis dedos de los pies están morados y no los siento
