id|rol|edad|emocion|categoria_x|text
46|Testigo|24|ansiedad|logistical|Wey mi compa se perdió en el cerro ya está oscureciendo y no tiene señal no mames
47|Testigo|30|neutral|environmental|El grupo está atrapado por el río crecido no pueden cruzarlo y está empezando a llover
48|Testigo|34|neutral|environmental|Hay una tormenta muy fuerte y varios senderistas no han regresado no tienen señal ni linternas
49|Testigo|29|miedo|logistical|Mi novio se perdió en el cerro Lleva horas sin agua y su teléfono no tiene señal, ayuda
50|Testigo|31|neutral|logistical|Un amigo se quedó sin agua y no encuentra el camino de regreso ya anocheció
51|Testigo|29|neutral|logistical|Me torcí el tobillo en el cerro no puedo caminar no tengo agua ni señal y ya anocheció
52|Victima|34|neutral|environmental|Estoy en el Cerro del Tepozteco y empezó a llover muy fuerte el sendero está resbaloso y no puedo bajar hay piedras cayendo
53|Victima|29|miedo|environmental|Voy en el Cerro del Tepozteco y se está deslizando la tierra El camino está bloqueado por lodo y piedras no puedo seguir ni regresar
54|Victima|31|panico|environmental|LLUVIA FUERTE SENDERO RESBALOSO DESLAVE NO BAJO AYUDA
55|Victima|28|neutral|environmental|Subí al Cerro del Bachoco y me desorienté con la neblina ya no veo el sendero y está empezando a oscurecer
56|Victima|25|ansiedad|environmental|Wey en el Cerro del Bachoco me perdí con la niebla no veo ni madres y ya está oscureciendo no traje ni linterna
57|Victima|30|neutral|logistical|Estoy en el Desierto de los Leones y el camino se cerró por un árbol caído no puedo pasar y ya está lloviendo
58|Victima|27|miedo|logistical|Me perdí en el Desierto de los Leones Llevo horas caminando y no encuentro la salida, no tengo señal en el teléfono
59|Victima|32|neutral|environmental|En el sendero del Iztaccíhuatl la tormenta de nieve nos sorprendió no vemos el camino y el frío está muy fuerte
60|Victima|35|panico|environmental|TORMENTA NIEVE IZTA NO VEO SENDERO FRÍO EXTREMO AYUDA
61|Victima|29|neutral|environmental|Estoy en el Iztaccíhuatl y la visibilidad es casi nula por la tormenta el frío está poniendo en riesgo a mi grupo
62|Victima|33|neutral|environmental|Subiendo al Nevado de Toluca el camino está cubierto de hielo no puedo avanzar ni regresar sin resbalarme
63|Victima|28|miedo|environmental|El Nevado de Toluca está congelado Resbalé varias veces y no puedo bajar el frío es insoportable
64|Victima|30|neutral|environmental|En el Pico de Orizaba una tormenta eléctrica nos atrapó no tenemos dónde resguardarnos y el rayo cayó cerca
65|Victima|26|ansiedad|environmental|No mames en el Pico de Orizaba cayó un rayo a 50 metros estamos bien expuestos y no hay refugio
66|Victima|34|neutral|environmental|En el sendero de la Sierra de Guerrero encontré una zona con deslave no puedo pasar y el río está creciendo
67|Victima|27|miedo|logistical|Voy en la Sierra Gorda y me quedé sin agua El sol está bien fuerte me siento mareado y no encuentro el camino
68|Victima|31|neutral|logistical|En la Barranca del Cobre el sendero se derrumbó por las lluvias estoy atrapado entre la pared y el precipicio
69|Victima|29|panico|logistical|BARRANCA DERRUMBE SENDERO ATRAPADO PRECIPICIO AYUDA
70|Victima|24|neutral|environmental|El río creció en el Desierto de los Leones y no puedo cruzarlo estoy atrapado en esta orilla y ya está oscureciendo
71|Victima|22|miedo|logistical|Me perdí en el bosque ya está oscuro y no encuentro a mi familia tengo mucho miedo y frío
72|Victima|28|miedo|environmental|El cerro del Tepozteco tiene deslaves por la lluvia Estoy en una zona sin señal y no sé cómo bajar
73|Victima|26|ansiedad|environmental|Wey en el Tepozteco hay un deslave bien culero no puedo bajar y ya se está haciendo de noche
74|Victima|30|neutral|logistical|En el Desierto de los Leones el camino principal está bloqueado por un árbol de gran tamaño no puedo continuar
75|Victima|32|neutral|environmental|En el Nevado de Toluca la niebla es tan espesa que no distingo el sendero llevo 3 horas perdido
76|Victima|27|confusion|environmental|Nevado Toluca niebla espesa no veo sendero oras perdido tengo muxo frio
77|Victima|34|miedo|environmental|El Iztaccíhuatl está cubierto de hielo y todos los senderos están congelados No podemos bajar
78|Victima|28|neutral|environmental|Una tormenta eléctrica en el Ajusco me sorprendió estoy en una zona abierta sin refugio
79|Victima|25|ansiedad|environmental|No mames en el Ajusco está cayendo un tormentón bien cabrón no hay dónde esconderse
80|Victima|25|miedo|logistical|Estoy en el cerro con mi papá y él se lastimó la pierna, no puede caminar y está oscureciendo, tengo miedo, ¿qué hago?
81|Victima|34|miedo|environmental|Llevo horas perdido en las montañas la nieve está hasta la cintura y no encuentro el sendero, no tengo señal y tengo mucho frío
82|Victima|29|neutral|logistical|Seguí una ruta que vi en una aplicación y ahora estoy perdido empapado y con hipotermia el sol ya se está poniendo
83|Victima|32|panico|logistical|CAÍ POR UN ACANTILADO TENGO LA PIERNA ROTA SIN COMIDA Y SIN AGUA A 4100 METROS DE ALTURA AYUDA
84|Victima|35|ansiedad|logistical|Wey seguí una ruta de una app y terminé en un terreno bien culero con acantilados llevo horas perdido y estoy empapado no mames
85|Victima|42|neutral|environmental|Pasé la noche en un barranco perdido y con hipotermia solo llevaba playera y shorts la temperatura bajó a 4 grados
86|Victima|38|neutral|logistical|Me caí en el Monte Williamson tengo una fractura expuesta en la pierna una tormenta eléctrica me alcanzó en el acantilado y no tengo mi mochila con comida ni agua
87|Victima|34|panico|environmental|VIENTO PATAGONIA TIRÓ CAMPAMENTO TOLDA ROTA NO REFUGIO AYUDA
88|Victima|40|miedo|logistical|Mi compañero se lastimó la rodilla en la montaña No puede caminar el sol está bajando y no tenemos agua suficiente Ayudanos
89|Victima|27|neutral|environmental|Estoy subiendo el Kilimanjaro y me dio un fuerte mal de altura no puedo continuar y bajar solo es muy difícil el guía se adelantó
90|Testigo|27|neutral|environmental|Vamos tres subiendo el Kilimanjaro mi compañero se quedó atrás con mal de altura tenemos que bajar juntos pero no puede caminar bien
91|Victima|37|neutral|environmental|Estoy en el campo base del Everest y me dio un dolor de cabeza muy fuerte tengo náuseas y me falta el aire no puedo caminar bien
92|Victima|41|miedo|environmental|Subiendo los Andes y me siento fatal La cabeza me explota todo me da vueltas y no puedo respirar creo que es el mal de altura
93|Victima|34|panico|environmental|MUCHO FRIO DOLOR CABEZA VOMITAR FALTA AIRE NO CAMINO AYUDA
94|Victima|29|ansiedad|environmental|Wey estoy en las montañas me pegó bien mal la altura no puedo respirar me duele la cabeza un chingo y todo me da vueltas
95|Testigo|45|neutral|environmental|Mi compañero se empezó a sentir mal tiene náuseas y dolor de cabeza no puede continuar la expedición
96|Testigo|39|miedo|environmental|Mi amigo está muy mal Tiene un dolor de cabeza insoportable vomitó varias veces y está desorientado no sabe dónde está
97|Victima|30|miedo|environmental|Estoy en el Iztaccíhuatl me siento fatal Estoy mareado con náuseas y dolor de cabeza no puedo bajar solo
98|Testigo|35|neutral|environmental|Mi compañero en el Pico de Orizaba está desorientado y vomitando claramente es mal de altura tenemos que bajar ya
99|Testigo|39|neutral|environmental|Mi amigo en los Alpes está muy confundido no reconoce el sendero y tiene alucinaciones
100|Testigo|35|ansiedad|environmental|Wey estamos en la montaña mi compa está bien mal no sabe ni dónde está dice que ve cosas y se tropieza solo la altura le está pegando bien cabrón
101|Victima|28|neutral|dangerous_fauna|Me picó un alacrán en el pie mientras caminaba, siento un ardor fuerte y se me está hinchando la pierna, ¿qué hago?
102|Victima|34|neutral|dangerous_fauna|Una serpiente me mordió la mano en el sendero no sé si es venenosa pero me duele mucho y está sangrando
103|Victima|27|neutral|dangerous_fauna|Una araña me picó en la pierna mientras dormía, tengo una roncha grande y me duele mucho, no sé qué hacer
104|Victima|32|neutral|dangerous_fauna|Un perro callejero me mordió cuando pasaba tengo una herida profunda y está sangrando
105|Victima|26|neutral|dangerous_fauna|Una abeja me picó en el cuello y se me está hinchando la garganta me cuesta un poco respirar
106|Victima|30|neutral|dangerous_fauna|Me encontré con un puma en el cerro se quedó mirándome fijo y no sé si atacar estoy paralizado
107|Victima|35|neutral|dangerous_fauna|Un jabalí me embistió en el bosque tengo una herida en la pierna y no puedo caminar bien
108|Victima|28|neutral|dangerous_fauna|Una avispa me picó en el ojo está muy hinchado y no puedo abrirlo bien
109|Victima|31|neutral|dangerous_fauna|Una serpiente de cascabel me mordió en el tobillo, el veneno me está subiendo y siento hormigueo en la pierna, no sé qué hacer
110|Victima|33|neutral|dangerous_fauna|Un zorro me mordió la mano cuando intenté alimentarlo tengo una herida profunda que sangra
111|Victima|25|neutral|dangerous_fauna|Una mantarraya me picó el pie en la playa tengo un dolor muy fuerte y está sangrando
112|Victima|29|neutral|dangerous_fauna|Un alacrán me picó en la espalda cuando me acosté siento ardor y se me está entumeciendo el brazo
113|Victima|34|neutral|dangerous_fauna|Una serpiente coral me mordió en el dedo no puedo mover bien la mano y me siento mareado
114|Victima|27|neutral|dangerous_fauna|Un perro me mordió la pierna en el parque la herida es profunda y no para de sangrar
115|Victima|30|neutral|dangerous_fauna|Una araña violinista me picó en la pierna la piel se está poniendo negra y me duele mucho
116|Victima|34|miedo|dangerous_fauna|Una serpiente me mordió en la mano y no sé si es venenosa Me duele muchísimo y se me está hinchando el brazo
117|Victima|28|miedo|dangerous_fauna|Un perro me persiguió y me mordió la pierna La herida está sangrando mucho y tengo miedo de que esté infectada
118|Victima|32|miedo|dangerous_fauna|Me picó una abeja en la cara y no puedo respirar bien Tengo miedo de ser alérgica ayuda
119|Victima|26|miedo|dangerous_fauna|Un alacrán me picó en la espalda y siento que me voy a desmayar El dolor es insoportable
120|Victima|29|miedo|dangerous_fauna|Vi una serpiente y me mordió en el pie antes de que pudiera correr Estoy sangrando mucho y tengo miedo
121|Victima|31|miedo|dangerous_fauna|Una araña me picó en el brazo y la piel se está poniendo negra Me duele horrible y me siento mareado
122|Victima|33|miedo|dangerous_fauna|Un jabalí me atacó en el cerro Tengo una herida profunda en la pierna y no puedo caminar ayuda
123|Victima|27|miedo|dangerous_fauna|Una mantarraya me picó y no para de sangrar Me duele muchísimo y no puedo caminar
124|Victima|30|panico|dangerous_fauna|SERPIENTE MORDIÓ MANO VENENO SUBE NO RESPONDO AYUDA
125|Victima|28|panico|dangerous_fauna|ALACRÁN PICÓ PIE ARDOR HINCHAZÓN PIERNA AYUDA AYUDA
126|Victima|25|panico|dangerous_fauna|ARAÑA PICÓ PIERNA PIEL NEGRA DUELE NO CAMINO AYUDA
127|Victima|32|panico|dangerous_fauna|PUMA ENCERRADO MIRÁNDOME FIJO NO ME MUEVO AYUDA
128|Victima|9|miedo|dangerous_fauna|Una serpiente me mordió el pie en el campo y me duele mucho tengo miedo ayudame porfa
129|Victima|10|miedo|dangerous_fauna|Un perro me mordió la mano y sangra mucho me duele y tengo miedo de los perros
130|Victima|8|miedo|dangerous_fauna|Una abeja me picó en el brazo y me duele mucho se me está poniendo rojo y grande
131|Victima|11|miedo|dangerous_fauna|Un alacrán me picó en la pierna y me duele mucho no puedo caminar ayudame porfa
132|Victima|35|neutral|dangerous_fauna|Sufrí una mordedura de serpiente en el tobillo presento dolor agudo y signos de envenenamiento en la extremidad
133|Victima|38|neutral|dangerous_fauna|Una araña me picó en la pierna la herida presenta necrosis y dolor intenso requiero atención médica
134|Victima|40|neutral|dangerous_fauna|Un perro me mordió el brazo la herida es profunda y presenta sangrado activo necesito atención médica urgente
135|Victima|36|neutral|dangerous_fauna|Sufrí una picadura de alacrán con síntomas de neurotoxicidad requiero evaluación médica inmediata
136|Victima|28|ansiedad|dangerous_fauna|Wey una serpiente me mordió la mano en el cerro el veneno ya me está subiendo y no siento el brazo está bien culero
137|Victima|32|ansiedad|dangerous_fauna|No mames un alacrán me picó en el pie y siento que me voy a desmayar el dolor está bien cabrón
138|Victima|26|confusion|dangerous_fauna|Me pico una serpiente en la mano me duele mucho y no siento el brazo estoy asustado
139|Victima|29|neutral|dangerous_fauna|Un mapache me atacó en el campamento me mordió la mano y tengo una herida profunda
140|Victima|34|neutral|dangerous_fauna|Una garrapata me picó en la cabeza tengo una roncha grande y me duele mucho
141|Testigo|32|neutral|dangerous_fauna|Vi a mi amigo ser mordido por una serpiente en el sendero la herida sangra y su brazo se está hinchando
142|Testigo|30|neutral|dangerous_fauna|Mi hermano fue picado por un alacrán no puede caminar y se está poniendo pálido
143|Testigo|34|neutral|dangerous_fauna|Mi compañero fue atacado por un perro tiene una herida profunda en la pierna y no para de sangrar
144|Testigo|29|neutral|dangerous_fauna|Vi a un turista ser picado por una mantarraya en la playa su pie está sangrando y no puede caminar
145|Testigo|27|neutral|dangerous_fauna|Mi prima fue mordida por una araña la herida se está poniendo negra y le duele mucho
146|Testigo|35|miedo|dangerous_fauna|Una serpiente mordió a mi amigo Su brazo se está hinchando y está muy pálido ayuda
147|Testigo|31|miedo|dangerous_fauna|Un jabalí atacó a mi compañero en el bosque Tiene una herida profunda en la pierna y no puede caminar
148|Testigo|28|panico|dangerous_fauna|SERPIENTE MORDIÓ AMIGO BRAZO HINCHADO NO RESPONDE AYUDA
149|Testigo|9|miedo|dangerous_fauna|Un alacrán le pico a mi hermanito se puso muy pálido y no puede caminar tengo miedo
150|Testigo|33|ansiedad|dangerous_fauna|Wey una serpiente le pico a mi amigo en el cerro el brazo se le puso morado y no siente nada no mames
151|Victima|34|neutral|dangerous_fauna|Un puma me atacó por la espalda en el sendero tengo heridas profundas en el hombro
152|Victima|28|miedo|dangerous_fauna|Hay un puma acechándonos Se quedó quieto mirándonos fijo no sabemos si atacar o correr estamos paralizados
153|Testigo|32|neutral|dangerous_fauna|Vi a un puma cruzar el camino y luego se quedó mirando a unos excursionistas se escuchaban ruidos
154|Victima|25|ansiedad|dangerous_fauna|Wey me encontré a un puma en el cerro y se me quedó viendo
155|Victima|30|panico|dangerous_fauna|PUMA EN EL SENDERO SE ACERCA NO PODEMOS HUIR AYUDA RÁPIDO
156|Victima|40|neutral|dangerous_fauna|Nos encontramos un puma en el sendero y nos está siguiendo
157|Victima|22|neutral|dangerous_fauna|Un oso se acercó al campamento y comenzó a destrozar la tienda tuvimos que huir
158|Victima|27|miedo|dangerous_fauna|Un oso está husmeando alrededor de nuestra tienda No podemos salir está muy cerca
159|Victima|35|ansiedad|dangerous_fauna|Wey un oso nos robó la comida mientras acampábamos
160|Testigo|29|neutral|dangerous_fauna|Un oso atacó a un excursionista en el sendero lo vi todo desde lejos fue horrible
161|Victima|45|neutral|dangerous_fauna|Un oso polar se acercó a la carpa no pudimos hacer nada tuvimos que refugiarnos en el auto
162|Victima|33|miedo|dangerous_fauna|Un oso polar está merodeando el campamento No podemos salir es muy peligroso
163|Victima|28|ansiedad|dangerous_fauna|No mames un oso polar nos estuvo siguiendo por horas no nos dejaba avanzar
164|Victima|38|neutral|dangerous_fauna|He sufrido un ataque de un oso durante una expedición estoy sangrando mucho
165|Victima|26|panico|dangerous_fauna|OSO ATACÓ EN EL CAMPAMENTO HERIDAS EN EL BRAZO AYUDA
166|Victima|34|neutral|dangerous_fauna|Un tiburón me mordió la pierna mientras surfeaba no sentí dolor al principio pero ahora sangra mucho
167|Victima|29|miedo|dangerous_fauna|Un tiburón está rodeando nuestra tabla No podemos remar hacia la orilla tengo mucho miedo
168|Victima|24|ansiedad|dangerous_fauna|Wey un tiburón me mordió la pierna en la playa
169|Victima|32|neutral|dangerous_fauna|Un cocodrilo me arrastró al agua mientras cruzaba un río logré soltarme pero tengo heridas profundas
170|Victima|28|miedo|dangerous_fauna|Un cocodrilo atacó nuestra lancha Estamos volcando y no podemos salir del agua
171|Victima|45|ansiedad|dangerous_fauna|Wey un cocodrilo se llevó a mi perro mientras caminábamos por el río
172|Victima|30|neutral|dangerous_fauna|Un caimán nos persiguió en el pantano tuvimos que subirnos a un árbol para escapar
173|Victima|34|panico|dangerous_fauna|COCODRILO NOS PERSIGUE EN EL RÍO ATRAPADOS AYUDA
174|Victima|40|neutral|dangerous_fauna|He sido atacado por un cocodrilo mientras nadaba un río me duele el abdomen
175|Victima|27|neutral|dangerous_fauna|Una manada de lobos nos rodeó en el bosque
176|Victima|32|miedo|dangerous_fauna|Lobos aullando muy cerca del campamento No podemos dormir están rodeando la tienda
177|Victima|35|ansiedad|dangerous_fauna|No mames un lobo nos siguió todo el camino de regreso no nos quitaba la mirada
178|Victima|25|neutral|dangerous_fauna|Un jabalí me embistió mientras caminaba tengo una herida abierta en la pierna
179|Victima|29|miedo|dangerous_fauna|Un jabalí salvaje nos atacó en el campo Está muy agresivo y no podemos huir
180|Victima|33|ansiedad|dangerous_fauna|Wey un jabalí nos embistió y nos rompió la carpa qué hacemos
181|Victima|45|neutral|dangerous_fauna|Un alce me atacó y me hirió en el pecho tuve que refugiarme detrás de un árbol
182|Victima|28|miedo|dangerous_fauna|Un alce está embistiendo el coche No podemos salir estamos atrapados
183|Victima|34|panico|dangerous_fauna|ALCE EMBISTIÓ COCHE ATRAPADOS AYUDA RÁPIDO
184|Victima|30|neutral|dangerous_fauna|He sufrido un ataque de un alce durante una caminata me duele mucho el pecho y las costillas
185|Victima|22|neutral|dangerous_fauna|Un bisonte cargó contra mí logré esquivarlo pero tengo moretones en el costado
186|Victima|27|miedo|dangerous_fauna|Un bisonte nos impide el paso Está en medio del sendero y no podemos pasar
187|Victima|32|ansiedad|dangerous_fauna|No mames un bisonte nos persiguió por el campo
188|Testigo|29|neutral|dangerous_fauna|Un león marino atacó a mi amigo cuando nadaba le mordió la pierna y lo arrastró
189|Victima|34|miedo|dangerous_fauna|Un león marino me mordió la mano ayuda
190|Victima|40|panico|dangerous_fauna|LEÓN MARINO ME ARRASTRÓ AL AGUA NO PUEDO SALIR AYUDA
191|Victima|28|neutral|dangerous_fauna|Una medusa me picó en el brazo el dolor es insoportable y tengo una bola enorme
192|Victima|32|miedo|dangerous_fauna|Una medusa me picó en el pecho Me cuesta respirar y me siento muy mareado
193|Victima|25|ansiedad|dangerous_fauna|No mames una medusa me picó y sentí que me moría el dolor era fatal
194|Victima|38|neutral|dangerous_fauna|Me picó una medusa
195|Victima|34|neutral|dangerous_fauna|Una mantarraya me picó el pie el dolor es tan intenso que no puedo apoyar la pierna
196|Victima|29|miedo|dangerous_fauna|Una mantarraya me picó y el dolor no se va No puedo caminar
197|Victima|40|ansiedad|dangerous_fauna|Wey una mantarraya me picó mientras caminaba en la orilla qué dolor tan culero
198|Victima|27|neutral|dangerous_fauna|Un jabalí me embistió mientras acampaba la herida es superficial pero duele mucho
199|Victima|33|miedo|dangerous_fauna|Un elefante está destrozando el campamento No tenemos dónde escondernos
200|Victima|45|panico|dangerous_fauna|ELEFANTE DESTROZÓ CAMPAMENTO ATRAPADOS AYUDA
201|Victima|28|neutral|dangerous_fauna|Un jabalí me embistió en la pierna cuando salía del río tengo un corte profundo que no para de sangrar
202|Victima|29|miedo|dangerous_fauna|Una manada de jabalíes está rodeando nuestra carpa No podemos salir se escuchan gruñidos
203|Victima|22|ansiedad|dangerous_fauna|Wey un jabalí me embistió y volé como 3 metros me duele la espalda bien cabrón
204|Victima|38|neutral|dangerous_fauna|He sido atacado por un jabalí en el campo presento una herida abierta en el muslo de aproximadamente 10 centímetros
205|Victima|45|neutral|dangerous_fauna|Un alce me persiguió por el bosque tuve que esconderme detrás de unas rocas
206|Victima|31|miedo|dangerous_fauna|Un alce enorme está parado en medio del sendero No nos deja pasar y resopla fuerte
207|Victima|26|ansiedad|dangerous_fauna|No mames un alce casi me aplasta en el bosque no vi por dónde salir corriendo
208|Victima|40|panico|dangerous_fauna|ALCE EMBISTIÓ CARRO VENTANA ROTA ATRAPADOS AYUDA
209|Victima|33|neutral|dangerous_fauna|Un bisonte se paró frente a nosotros y comenzó a golpear el suelo tuvimos que retroceder muy lento
210|Victima|28|miedo|dangerous_fauna|Un bisonte cargó contra nuestro coche El capó quedó abollado y tenemos miedo de salir
211|Victima|35|ansiedad|dangerous_fauna|Wey un bisonte nos persiguió por la pradera no mames fue como estar en una película del oeste
212|Victima|42|neutral|dangerous_fauna|He tenido un encuentro con un bisonte que bloqueaba el paso el animal mostró comportamiento agresivo
213|Victima|27|neutral|dangerous_fauna|Un león marino me mordió la pierna mientras nadaba siento que el agua se tiñó de rojo
214|Victima|34|miedo|dangerous_fauna|Un león marino agarró a mi amigo del brazo y lo arrastró bajo el agua No sale necesito ayuda
215|Victima|29|ansiedad|dangerous_fauna|Wey un león marino me atacó en el muelle y me tiró al agua qué miedo
216|Victima|37|neutral|dangerous_fauna|Un hipopótamo volcó nuestra lancha en el río estamos nadando y no vemos la orilla
217|Victima|24|miedo|dangerous_fauna|Un hipopótamo está atacando nuestra canoa Nos va a voltear no podemos remar
218|Victima|32|panico|dangerous_fauna|HIPOPÓTAMO VOLCÓ BOTE EN EL RÍO NO LLEGAMOS A LA ORILLA AYUDA
219|Victima|43|neutral|dangerous_fauna|He sufrido un ataque de hipopótamo en el río presento contusiones y posible fractura en el brazo
220|Victima|30|neutral|dangerous_fauna|Un elefante destrozó nuestra tienda mientras buscaba comida tuvimos que correr al auto
221|Victima|26|miedo|dangerous_fauna|Un elefante está embistiendo nuestro vehículo El techo está abollado vamos a morir
222|Victima|35|ansiedad|dangerous_fauna|No mames un elefante nos persiguió por la sabana pensé que nos iba a aplastar
223|Victima|28|neutral|dangerous_fauna|Un rinoceronte cargó contra nuestro auto tuvimos que acelerar para escapar
224|Victima|41|miedo|dangerous_fauna|Un rinoceronte está a punto de embestirnos No podemos huir está muy cerca
225|Victima|36|neutral|dangerous_fauna|Una jauría de perros salvajes nos acorraló en el campo tuvimos que subirnos a un árbol
226|Victima|29|miedo|dangerous_fauna|Los perros salvajes están devorando nuestras provisiones Estamos rodeados y no podemos bajar del auto
227|Victima|33|ansiedad|dangerous_fauna|Wey una jauría de perros salvajes nos persiguió por horas no mames no podíamos parar
228|Victima|44|neutral|dangerous_fauna|He sufrido el acoso de una jauría de perros salvajes que bloqueaba nuestro camino
229|Victima|31|neutral|dangerous_fauna|Un mono me arrebató la mochila y me arañó el brazo tengo una herida superficial
230|Victima|27|miedo|dangerous_fauna|Una horda de monos nos está atacando en el campamento Tiran piedras y nos quieren morder
231|Victima|38|ansiedad|dangerous_fauna|Wey un mono se me subió encima y me agarró del pelo no me soltaba qué susto
232|Victima|23|neutral|dangerous_fauna|Un gorila me embistió en el santuario tengo moretones en el pecho y el brazo
233|Victima|30|miedo|dangerous_fauna|Un gorila me agarró del brazo y me lanzó contra el suelo No puedo mover el hombro
234|Victima|45|neutral|dangerous_fauna|Un murciélago me mordió la mano mientras dormía tengo una pequeña herida y me preocupa la rabia
235|Victima|29|miedo|dangerous_fauna|Un murciélago voló dentro de la tienda y me mordió la pierna Tengo miedo de tener rabia
236|Victima|33|ansiedad|dangerous_fauna|No mames un murciélago me mordió la mano y ahora me duele la cabeza qué miedo
237|Victima|40|neutral|dangerous_fauna|Sufrí una mordedura de murciélago durante la noche requiero evaluación por riesgo de rabia
238|Victima|27|neutral|dangerous_fauna|Un mapache rabioso me persiguió y me mordió el tobillo estoy muy asustado
239|Victima|35|miedo|dangerous_fauna|Un mapache me atacó en el campamento Está espumando y me mordió la mano
240|Victima|22|ansiedad|dangerous_fauna|Wey un mapache me saltó encima en la basura y me arañó la pierna qué pedo
